"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
178,2020-06-26,0,0,0,64
179,2020-06-27,0,0,0,69
180,2020-06-28,0,0,0,71
181,2020-06-29,0,0,0,74
182,2020-06-30,0,0,0,74
183,2020-07-01,0,0,0,74
184,2020-07-02,0,0,0,74
185,2020-07-03,-1,1,3,75
186,2020-07-04,-1,2,5,76
187,2020-07-05,-1,2,5,76
188,2020-07-06,-2,3,8,77
189,2020-07-07,-2,3,8,NA
190,2020-07-08,-2,3,8,NA
191,2020-07-09,-2,3,8,NA
192,2020-07-10,-2,3,8,NA
193,2020-07-11,-2,3,8,NA
194,2020-07-12,-2,3,8,NA
195,2020-07-13,-2,3,8,NA
196,2020-07-14,-2,3,8,NA
197,2020-07-15,-2,3,8,NA
198,2020-07-16,-2,3,8,NA
