"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-08-28,116855,108249,112552,129817,95287,109493
2020-08-29,118985,108736,113860,131326,96394,110025
2020-08-30,121154,109205,115180,132848,97512,110351
2020-08-31,123363,109657,116510,134382,98638,111261
2020-09-01,125612,110091,117852,135930,99774,111979
2020-09-02,127902,110510,119206,137492,100920,112825
2020-09-03,130234,110912,120573,139069,102077,113759
2020-09-04,132609,111298,121954,140661,103247,114700
2020-09-05,135026,111670,123348,142269,104427,115172
2020-09-06,137488,112027,124758,143896,105620,115505
2020-09-07,139995,112370,126182,145538,106826,115793
2020-09-08,142547,112700,127624,147201,108047,NA
2020-09-09,145146,113016,129081,148882,109280,NA
2020-09-10,147792,113320,130556,150583,110529,NA
2020-09-11,150486,113611,132048,152304,111792,NA
2020-09-12,153230,113891,133560,154048,113072,NA
2020-09-13,156024,114159,135092,155815,114369,NA
2020-09-14,158868,114416,136642,157603,115681,NA
2020-09-15,161765,114663,138214,159416,117012,NA
2020-09-16,164714,114900,139807,161253,118361,NA
2020-09-17,167717,115126,141422,163116,119728,NA
