"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-04-13,464,464,464,524,404,430
2020-04-14,534,534,534,603,465,463
2020-04-15,614,614,614,694,534,557
2020-04-16,706,706,706,798,614,754
2020-04-17,813,813,813,919,707,856
2020-04-18,935,935,935,1057,813,952
2020-04-19,1075,1075,1075,1215,935,1099
2020-04-20,1237,1236,1236,1397,1075,1212
2020-04-21,1423,1421,1422,1607,1237,NA
2020-04-22,1637,1634,1636,1849,1423,NA
2020-04-23,1883,1878,1880,2125,1635,NA
2020-04-24,2166,2158,2162,2443,1881,NA
2020-04-25,2491,2479,2485,2808,2162,NA
2020-04-26,2866,2848,2857,3229,2485,NA
2020-04-27,3297,3271,3284,3711,2857,NA
