"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-08-02,87314,85387,86350,98419,74281,84238
2020-08-03,89448,86152,87800,100072,75528,85215
2020-08-04,91634,86889,89262,101738,76786,86209
2020-08-05,93873,87599,90736,103418,78054,87242
2020-08-06,96168,88283,92226,105116,79336,88543
2020-08-07,98518,88940,93729,106829,80629,89923
2020-08-08,100926,89572,95249,108562,81936,91146
2020-08-09,103392,90178,96785,110313,83257,91791
2020-08-10,105919,90761,98340,112085,84595,93069
2020-08-11,108507,91319,99913,113878,85948,94476
2020-08-12,111159,91854,101506,115693,87319,95753
2020-08-13,113876,92367,103122,117535,88709,NA
2020-08-14,116659,92858,104758,119400,90116,NA
2020-08-15,119510,93328,106419,121293,91545,NA
2020-08-16,122431,93778,108104,123214,92994,NA
2020-08-17,125423,94208,109816,125165,94467,NA
2020-08-18,128488,94618,111553,127145,95961,NA
2020-08-19,131628,95011,113320,129159,97481,NA
2020-08-20,134845,95385,115115,131205,99025,NA
2020-08-21,138141,95743,116942,133287,100597,NA
2020-08-22,141517,96084,118800,135405,102195,NA
