"dia_ano","dias","otimista","casos_estimados","pessimista","x"
148,2020-05-27,116,121,126,127
149,2020-05-28,124,129,134,135
150,2020-05-29,132,138,144,142
151,2020-05-30,141,147,153,149
152,2020-05-31,150,156,162,158
153,2020-06-01,158,165,172,166
154,2020-06-02,168,175,182,172
155,2020-06-03,176,184,192,180
156,2020-06-04,186,194,202,NA
157,2020-06-05,196,204,212,NA
158,2020-06-06,204,213,222,NA
159,2020-06-07,214,223,232,NA
160,2020-06-08,224,233,242,NA
161,2020-06-09,232,242,252,NA
162,2020-06-10,241,251,261,NA
