"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
134,2020-05-13,1508,1586,1664,1612
135,2020-05-14,1630,1714,1798,1784
136,2020-05-15,1761,1852,1943,1905
137,2020-05-16,1904,2002,2100,2085
138,2020-05-17,2057,2163,2269,2252
139,2020-05-18,2223,2337,2451,2287
140,2020-05-19,2402,2526,2650,2440
141,2020-05-20,2596,2730,2864,2637
142,2020-05-21,2806,2950,3094,NA
143,2020-05-22,3032,3188,3344,NA
144,2020-05-23,3277,3445,3613,NA
145,2020-05-24,3541,3723,3905,NA
146,2020-05-25,3826,4023,4220,NA
147,2020-05-26,4135,4348,4561,NA
148,2020-05-27,4468,4698,4928,NA
