"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-03-31,20,23,22,28,16,22
2020-04-01,23,27,25,32,18,26
2020-04-02,27,31,29,37,21,30
2020-04-03,31,35,33,42,24,37
2020-04-04,36,39,38,49,27,42
2020-04-05,41,42,42,54,30,42
2020-04-06,47,45,46,59,33,42
2020-04-07,54,48,51,65,37,49
2020-04-08,62,50,56,72,40,NA
2020-04-09,72,52,62,79,45,NA
2020-04-10,83,53,68,87,49,NA
2020-04-11,95,55,75,96,54,NA
2020-04-12,110,56,83,106,60,NA
2020-04-13,126,56,91,117,65,NA
2020-04-14,146,57,102,131,73,NA
