location;data;variavel;diasDuplicar;dataPrimeirosCasos;primeirosCasos;dataUltimosCasos;ultimosCasos;estimado
Afghanistan;2020-06-03;total_deaths;22;2020-05-14;136;2020-06-03;294;2.16
Albania;2020-06-03;total_deaths;64;2020-04-03;17;2020-06-03;33;1.94
Algeria;2020-06-03;total_deaths;49;2020-04-18;367;2020-06-03;667;1.82
Andorra;2020-06-03;total_deaths;56;2020-04-11;28;2020-06-03;51;1.82
Angola;2020-06-03;total_deaths;17;2020-05-19;2;2020-06-03;4;2
Argentina;2020-06-03;total_deaths;25;2020-05-12;319;2020-06-03;583;1.83
Armenia;2020-06-03;total_deaths;11;2020-05-26;91;2020-06-03;170;1.87
Australia;2020-06-03;total_deaths;57;2020-04-10;54;2020-06-03;102;1.89
Austria;2020-06-03;total_deaths;54;2020-04-13;368;2020-06-03;670;1.82
Azerbaijan;2020-06-03;total_deaths;18;2020-05-19;41;2020-06-03;76;1.85
Bahamas;2020-06-03;total_deaths;60;2020-04-07;6;2020-06-03;11;1.83
Bahrain;2020-06-03;total_deaths;22;2020-05-14;10;2020-06-03;20;2
Bangladesh;2020-06-03;total_deaths;16;2020-05-21;408;2020-06-03;746;1.83
Belarus;2020-06-03;total_deaths;26;2020-05-11;135;2020-06-03;248;1.84
Belgium;2020-06-03;total_deaths;50;2020-04-17;5163;2020-06-03;9522;1.84
Belize;2020-06-03;total_deaths;57;2020-04-09;1;2020-06-03;2;2
Bermuda;2020-06-03;total_deaths;41;2020-04-26;5;2020-06-03;9;1.8
Bolivia;2020-06-03;total_deaths;16;2020-05-21;215;2020-06-03;400;1.86
Bosnia.and.Herzegovina;2020-06-03;total_deaths;31;2020-05-06;86;2020-06-03;156;1.81
Brazil;2020-06-03;total_deaths;18;2020-05-19;17971;2020-06-03;32548;1.81
Brunei;2020-06-03;total_deaths;10;2020-05-26;1;2020-06-03;2;2
Bulgaria;2020-06-03;total_deaths;32;2020-05-05;78;2020-06-03;147;1.88
Burkina.Faso;2020-06-03;total_deaths;54;2020-04-13;28;2020-06-03;53;1.89
Cameroon;2020-06-03;total_deaths;28;2020-05-09;108;2020-06-03;200;1.85
Canada;2020-06-03;total_deaths;32;2020-05-05;4043;2020-06-03;7498;1.85
Central.African.Republic;2020-06-03;total_deaths;5;2020-05-31;2;2020-06-03;4;2
Chad;2020-06-03;total_deaths;25;2020-05-11;31;2020-06-03;66;2.13
Chile;2020-06-03;total_deaths;14;2020-05-23;673;2020-06-03;1275;1.89
China;2020-06-03;total_deaths;105;2020-02-22;2445;2020-06-03;4638;1.9
Colombia;2020-06-03;total_deaths;20;2020-05-17;574;2020-06-03;1045;1.82
Comoros;2020-06-03;total_deaths;10;2020-05-26;1;2020-06-03;2;2
Congo;2020-06-03;total_deaths;24;2020-05-13;11;2020-06-03;20;1.82
Cote.d'Ivoire;2020-06-03;total_deaths;31;2020-05-06;18;2020-06-03;33;1.83
Croatia;2020-06-03;total_deaths;41;2020-04-26;55;2020-06-03;103;1.87
Cuba;2020-06-03;total_deaths;44;2020-04-23;43;2020-06-03;83;1.93
Cyprus;2020-06-03;total_deaths;59;2020-04-08;9;2020-06-03;17;1.89
Czech.Republic;2020-06-03;total_deaths;50;2020-04-17;173;2020-06-03;324;1.87
Democratic.Republic.of.Congo;2020-06-03;total_deaths;27;2020-05-10;41;2020-06-03;75;1.83
Denmark;2020-06-03;total_deaths;51;2020-04-16;321;2020-06-03;580;1.81
Djibouti;2020-06-03;total_deaths;11;2020-05-26;14;2020-06-03;26;1.86
Dominican.Republic;2020-06-03;total_deaths;39;2020-04-28;286;2020-06-03;516;1.8
Ecuador;2020-06-03;total_deaths;27;2020-05-09;1717;2020-06-03;3486;2.03
Egypt;2020-06-03;total_deaths;22;2020-05-15;592;2020-06-03;1088;1.84
El.Salvador;2020-06-03;total_deaths;21;2020-05-16;26;2020-06-03;51;1.96
Equatorial.Guinea;2020-06-03;total_deaths;23;2020-05-13;6;2020-06-03;12;2
Estonia;2020-06-03;total_deaths;49;2020-04-18;38;2020-06-03;69;1.82
Ethiopia;2020-06-03;total_deaths;6;2020-05-30;8;2020-06-03;17;2.12
Finland;2020-06-03;total_deaths;43;2020-04-24;177;2020-06-03;321;1.81
France;2020-06-03;total_deaths;53;2020-04-14;15729;2020-06-03;29021;1.85
Gabon;2020-06-03;total_deaths;19;2020-05-18;11;2020-06-03;20;1.82
Georgia;2020-06-03;total_deaths;36;2020-04-30;6;2020-06-03;13;2.17
Germany;2020-06-03;total_deaths;47;2020-04-20;4598;2020-06-03;8581;1.87
Ghana;2020-06-03;total_deaths;28;2020-05-08;18;2020-06-03;38;2.11
Greece;2020-06-03;total_deaths;54;2020-04-13;99;2020-06-03;179;1.81
Guatemala;2020-06-03;total_deaths;9;2020-05-27;68;2020-06-03;143;2.1
Guernsey;2020-06-03;total_deaths;52;2020-04-15;7;2020-06-03;13;1.86
Guinea;2020-06-03;total_deaths;24;2020-05-12;11;2020-06-03;23;2.09
Guinea-Bissau;2020-06-03;total_deaths;18;2020-05-18;4;2020-06-03;8;2
Guyana;2020-06-03;total_deaths;49;2020-04-17;6;2020-06-03;12;2
Haiti;2020-06-03;total_deaths;13;2020-05-24;27;2020-06-03;50;1.85
Honduras;2020-06-03;total_deaths;24;2020-05-13;123;2020-06-03;234;1.9
Hungary;2020-06-03;total_deaths;40;2020-04-27;291;2020-06-03;534;1.84
India;2020-06-03;total_deaths;18;2020-05-19;3303;2020-06-03;6075;1.84
Indonesia;2020-06-03;total_deaths;29;2020-05-08;943;2020-06-03;1698;1.8
Iran;2020-06-03;total_deaths;56;2020-04-11;4357;2020-06-03;8012;1.84
Iraq;2020-06-03;total_deaths;16;2020-05-21;140;2020-06-03;256;1.83
Ireland;2020-06-03;total_deaths;42;2020-04-24;829;2020-06-03;1659;2
Israel;2020-06-03;total_deaths;50;2020-04-17;151;2020-06-03;291;1.93
Italy;2020-06-03;total_deaths;58;2020-04-09;18281;2020-06-03;33601;1.84
Jamaica;2020-06-03;total_deaths;48;2020-04-19;5;2020-06-03;9;1.8
Japan;2020-06-03;total_deaths;35;2020-05-02;492;2020-06-03;903;1.84
Jersey;2020-06-03;total_deaths;45;2020-04-21;14;2020-06-03;30;2.14
Jordan;2020-06-03;total_deaths;62;2020-04-05;5;2020-06-03;9;1.8
Kazakhstan;2020-06-03;total_deaths;35;2020-05-02;25;2020-06-03;48;1.92
Kenya;2020-06-03;total_deaths;24;2020-05-13;40;2020-06-03;74;1.85
Kosovo;2020-06-03;total_deaths;46;2020-04-20;15;2020-06-03;30;2
Kuwait;2020-06-03;total_deaths;17;2020-05-20;124;2020-06-03;230;1.85
Kyrgyzstan;2020-06-03;total_deaths;33;2020-05-04;11;2020-06-03;20;1.82
Latvia;2020-06-03;total_deaths;39;2020-04-28;13;2020-06-03;24;1.85
Lithuania;2020-06-03;total_deaths;45;2020-04-22;38;2020-06-03;71;1.87
Luxembourg;2020-06-03;total_deaths;56;2020-04-10;54;2020-06-03;110;2.04
Macedonia;2020-06-03;total_deaths;37;2020-04-30;77;2020-06-03;145;1.88
Malawi;2020-06-03;total_deaths;45;2020-04-21;2;2020-06-03;4;2
Malaysia;2020-06-03;total_deaths;60;2020-04-07;63;2020-06-03;115;1.83
Mali;2020-06-03;total_deaths;25;2020-05-12;40;2020-06-03;78;1.95
Malta;2020-06-03;total_deaths;25;2020-05-12;5;2020-06-03;9;1.8
Mauritania;2020-06-03;total_deaths;9;2020-05-28;16;2020-06-03;31;1.94
Mauritius;2020-06-03;total_deaths;65;2020-04-01;5;2020-06-03;10;2
Mexico;2020-06-03;total_deaths;16;2020-05-21;6510;2020-06-03;11728;1.8
Moldova;2020-06-03;total_deaths;27;2020-05-10;169;2020-06-03;310;1.83
Montenegro;2020-06-03;total_deaths;44;2020-04-23;5;2020-06-03;9;1.8
Morocco;2020-06-03;total_deaths;56;2020-04-11;111;2020-06-03;206;1.86
Mozambique;2020-06-03;total_deaths;9;2020-05-27;1;2020-06-03;2;2
Myanmar;2020-06-03;total_deaths;55;2020-04-11;3;2020-06-03;6;2
Nepal;2020-06-03;total_deaths;9;2020-05-28;5;2020-06-03;9;1.8
Netherlands;2020-06-03;total_deaths;51;2020-04-16;3315;2020-06-03;5977;1.8
New.Zealand;2020-06-03;total_deaths;48;2020-04-19;12;2020-06-03;22;1.83
Niger;2020-06-03;total_deaths;34;2020-05-03;36;2020-06-03;65;1.81
Nigeria;2020-06-03;total_deaths;22;2020-05-15;171;2020-06-03;315;1.84
Northern.Mariana.Islands;2020-06-03;total_deaths;60;2020-04-06;1;2020-06-03;2;2
Norway;2020-06-03;total_deaths;52;2020-04-15;130;2020-06-03;237;1.82
Oman;2020-06-03;total_deaths;11;2020-05-26;37;2020-06-03;67;1.81
Pakistan;2020-06-03;total_deaths;19;2020-05-18;939;2020-06-03;1770;1.88
Panama;2020-06-03;total_deaths;35;2020-05-02;197;2020-06-03;357;1.81
Paraguay;2020-06-03;total_deaths;55;2020-04-12;6;2020-06-03;11;1.83
Peru;2020-06-03;total_deaths;20;2020-05-17;2648;2020-06-03;4894;1.85
Philippines;2020-06-03;total_deaths;39;2020-04-28;530;2020-06-03;974;1.84
Poland;2020-06-03;total_deaths;39;2020-04-28;596;2020-06-03;1092;1.83
Portugal;2020-06-03;total_deaths;45;2020-04-22;785;2020-06-03;1447;1.84
Puerto.Rico;2020-06-03;total_deaths;43;2020-04-24;77;2020-06-03;140;1.82
Qatar;2020-06-03;total_deaths;13;2020-05-24;23;2020-06-03;45;1.96
Romania;2020-06-03;total_deaths;38;2020-04-29;675;2020-06-03;1288;1.91
Russia;2020-06-03;total_deaths;18;2020-05-19;2837;2020-06-03;5215;1.84
Rwanda;2020-06-03;total_deaths;4;2020-06-01;1;2020-06-03;2;2
San.Marino;2020-06-03;total_deaths;70;2020-03-28;22;2020-06-03;42;1.91
Sao.Tome.and.Principe;2020-06-03;total_deaths;24;2020-05-12;6;2020-06-03;12;2
Saudi.Arabia;2020-06-03;total_deaths;19;2020-05-18;320;2020-06-03;579;1.81
Senegal;2020-06-03;total_deaths;21;2020-05-16;25;2020-06-03;45;1.8
Serbia;2020-06-03;total_deaths;45;2020-04-22;134;2020-06-03;245;1.83
Sierra.Leone;2020-06-03;total_deaths;23;2020-05-14;26;2020-06-03;47;1.81
Singapore;2020-06-03;total_deaths;40;2020-04-26;12;2020-06-03;24;2
