"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-05-10,12430,13148,12789,13745,11833,13275
2020-05-11,13310,13913,13612,14630,12594,13768
2020-05-12,14252,14684,14468,15550,13386,14309
2020-05-13,15261,15456,15358,16506,14210,14901
2020-05-14,16342,16225,16284,17502,15066,15588
2020-05-15,17499,16987,17243,18532,15954,16209
2020-05-16,18738,17739,18238,19602,16874,18488
2020-05-17,20065,18477,19271,20712,17830,19452
2020-05-18,21485,19197,20341,21862,18820,NA
2020-05-19,23007,19896,21452,23056,19848,NA
2020-05-20,24636,20571,22604,24294,20914,NA
2020-05-21,26380,21221,23800,25580,22020,NA
2020-05-22,28248,21844,25046,26919,23173,NA
2020-05-23,30248,22438,26343,28313,24373,NA
2020-05-24,32389,23001,27695,29766,25624,NA
