"dia_ano","dias","otimista","casos_estimados","pessimista","x"
136,2020-05-15,1283,1444,1605,1476
137,2020-05-16,1376,1548,1720,1614
138,2020-05-17,1475,1660,1845,1641
139,2020-05-18,1582,1780,1978,1748
140,2020-05-19,1696,1909,2122,1856
141,2020-05-20,1818,2046,2274,1900
142,2020-05-21,1950,2194,2438,2161
143,2020-05-22,2091,2353,2615,2251
144,2020-05-23,2241,2522,2803,NA
145,2020-05-24,2404,2705,3006,NA
146,2020-05-25,2577,2900,3223,NA
147,2020-05-26,2763,3109,3455,NA
148,2020-05-27,2963,3334,3705,NA
149,2020-05-28,3177,3575,3973,NA
150,2020-05-29,3406,3833,4260,NA
