"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
168,2020-06-16,41,45,49,48
169,2020-06-17,44,49,54,50
170,2020-06-18,47,52,57,51
171,2020-06-19,51,56,61,58
172,2020-06-20,54,60,66,59
173,2020-06-21,59,65,71,63
174,2020-06-22,62,69,76,69
175,2020-06-23,66,73,80,71
176,2020-06-24,71,78,85,82
177,2020-06-25,74,82,90,84
178,2020-06-26,79,87,95,84
179,2020-06-27,82,91,100,NA
180,2020-06-28,87,96,105,NA
181,2020-06-29,91,100,109,NA
182,2020-06-30,94,104,114,NA
183,2020-07-01,98,108,118,NA
184,2020-07-02,101,112,123,NA
185,2020-07-03,105,116,127,NA
186,2020-07-04,109,120,131,NA
187,2020-07-05,111,123,135,NA
188,2020-07-06,115,127,139,NA
