"dia_ano","dias","otimista","casos_estimados","pessimista","x"
165,2020-06-13,205,235,265,256
166,2020-06-14,213,245,277,259
167,2020-06-15,223,256,289,265
168,2020-06-16,232,267,302,271
169,2020-06-17,242,278,314,281
170,2020-06-18,252,290,328,287
171,2020-06-19,263,302,341,292
172,2020-06-20,274,315,356,297
173,2020-06-21,286,329,372,300
174,2020-06-22,299,343,387,305
175,2020-06-23,312,358,404,321
176,2020-06-24,325,373,421,NA
177,2020-06-25,339,389,439,NA
178,2020-06-26,353,406,459,NA
179,2020-06-27,369,424,479,NA
180,2020-06-28,385,442,499,NA
181,2020-06-29,401,461,521,NA
182,2020-06-30,419,481,543,NA
183,2020-07-01,436,501,566,NA
184,2020-07-02,455,523,591,NA
185,2020-07-03,475,546,617,NA
