"dia_ano","dias","otimista","casos_estimados","pessimista","x"
197,2020-07-15,1268,1333,1398,1331
198,2020-07-16,1279,1345,1411,1348
199,2020-07-17,1290,1356,1422,1365
200,2020-07-18,1300,1367,1434,1381
201,2020-07-19,1310,1378,1446,1397
202,2020-07-20,1320,1388,1456,1413
203,2020-07-21,1329,1397,1465,1428
204,2020-07-22,1337,1406,1475,1443
205,2020-07-23,1346,1415,1484,1457
206,2020-07-24,1353,1423,1493,1471
207,2020-07-25,1361,1431,1501,1486
208,2020-07-26,1368,1438,1508,NA
209,2020-07-27,1375,1446,1517,NA
210,2020-07-28,1381,1452,1523,NA
211,2020-07-29,1387,1459,1531,NA
212,2020-07-30,1393,1465,1537,NA
213,2020-07-31,1398,1470,1542,NA
214,2020-08-01,1404,1476,1548,NA
215,2020-08-02,1408,1481,1554,NA
216,2020-08-03,1413,1486,1559,NA
217,2020-08-04,1418,1491,1564,NA
