"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
191,2020-07-09,57960,59295,60630,60009
192,2020-07-10,59210,60573,61936,61356
193,2020-07-11,60438,61830,63222,62236
194,2020-07-12,61645,63064,64483,62799
195,2020-07-13,62828,64275,65722,63879
196,2020-07-14,63988,65461,66934,65213
197,2020-07-15,65121,66620,68119,66352
198,2020-07-16,66228,67753,69278,68118
199,2020-07-17,67307,68857,70407,69461
200,2020-07-18,68358,69932,71506,70131
201,2020-07-19,69380,70978,72576,70609
202,2020-07-20,70374,71994,73614,NA
203,2020-07-21,71336,72979,74622,NA
204,2020-07-22,72270,73934,75598,NA
205,2020-07-23,73173,74858,76543,NA
206,2020-07-24,74046,75751,77456,NA
207,2020-07-25,74890,76614,78338,NA
208,2020-07-26,75703,77446,79189,NA
209,2020-07-27,76486,78247,80008,NA
210,2020-07-28,77240,79019,80798,NA
211,2020-07-29,77966,79761,81556,NA
