"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
199,2020-07-17,4,5,6,211
200,2020-07-18,4,5,6,219
201,2020-07-19,4,6,8,221
202,2020-07-20,4,6,8,232
203,2020-07-21,4,6,8,238
204,2020-07-22,5,7,9,243
205,2020-07-23,5,7,9,250
206,2020-07-24,6,8,10,265
207,2020-07-25,6,8,10,269
208,2020-07-26,6,8,10,269
209,2020-07-27,7,9,11,274
210,2020-07-28,7,9,11,NA
211,2020-07-29,7,10,13,NA
212,2020-07-30,8,11,14,NA
213,2020-07-31,8,11,14,NA
214,2020-08-01,9,12,15,NA
215,2020-08-02,9,12,15,NA
216,2020-08-03,10,13,16,NA
217,2020-08-04,10,14,18,NA
218,2020-08-05,11,15,19,NA
219,2020-08-06,11,15,19,NA
