location;data;variavel;diasDuplicar;dataPrimeirosCasos;primeirosCasos;dataUltimosCasos;ultimosCasos;estimado
Brazil;2020-05-28;total_cases;14;2020-05-17;241080;2020-05-28;438238;1.82
China;2020-05-28;total_cases;110;2020-02-11;44724;2020-05-28;84106;1.88
Germany;2020-05-28;total_cases;55;2020-04-06;99225;2020-05-28;180458;1.82
Italy;2020-05-28;total_cases;57;2020-04-04;124632;2020-05-28;231732;1.86
Spain;2020-05-28;total_cases;58;2020-04-02;126535;2020-05-27;237906;1.88
United.States;2020-05-28;total_cases;36;2020-04-25;939053;2020-05-28;1721750;1.83
World;2020-05-28;total_cases;32;2020-04-29;3133235;2020-05-28;5776934;1.84
