"dia_ano","dias","otimista","casos_estimados","pessimista","x"
136,2020-05-15,244,264,284,281
137,2020-05-16,260,281,302,286
138,2020-05-17,277,300,323,295
139,2020-05-18,296,320,344,312
140,2020-05-19,315,341,367,326
141,2020-05-20,336,363,390,362
142,2020-05-21,358,387,416,376
143,2020-05-22,382,413,444,399
144,2020-05-23,407,440,473,NA
145,2020-05-24,435,470,505,NA
146,2020-05-25,463,501,539,NA
147,2020-05-26,494,534,574,NA
148,2020-05-27,526,569,612,NA
149,2020-05-28,561,607,653,NA
150,2020-05-29,598,647,696,NA
