location;data;variavel;diasDuplicar;dataPrimeirosCasos;primeirosCasos;dataUltimosCasos;ultimosCasos;estimado
Afghanistan;2020-05-22;total_deaths;17;2020-05-08;109;2020-05-22;205;1.88
Albania;2020-05-22;total_deaths;52;2020-04-03;17;2020-05-22;31;1.82
Algeria;2020-05-22;total_deaths;42;2020-04-13;313;2020-05-22;582;1.86
Andorra;2020-05-22;total_deaths;44;2020-04-11;28;2020-05-22;51;1.82
Argentina;2020-05-22;total_deaths;23;2020-05-02;237;2020-05-22;433;1.83
Armenia;2020-05-22;total_deaths;19;2020-05-06;40;2020-05-22;74;1.85
Australia;2020-05-22;total_deaths;45;2020-04-10;54;2020-05-22;101;1.87
Austria;2020-05-22;total_deaths;43;2020-04-12;350;2020-05-22;635;1.81
Azerbaijan;2020-05-22;total_deaths;22;2020-05-03;25;2020-05-22;46;1.84
Bahamas;2020-05-22;total_deaths;48;2020-04-07;6;2020-05-22;11;1.83
Bahrain;2020-05-22;total_deaths;42;2020-04-12;6;2020-05-22;12;2
Bangladesh;2020-05-22;total_deaths;14;2020-05-11;239;2020-05-22;432;1.81
Belarus;2020-05-22;total_deaths;21;2020-05-04;103;2020-05-22;190;1.84
Belgium;2020-05-22;total_deaths;39;2020-04-16;4857;2020-05-22;9212;1.9
Belize;2020-05-22;total_deaths;45;2020-04-09;1;2020-05-22;2;2
Bermuda;2020-05-22;total_deaths;29;2020-04-26;5;2020-05-22;9;1.8
Bolivia;2020-05-22;total_deaths;14;2020-05-11;122;2020-05-22;230;1.89
Bosnia.and.Herzegovina;2020-05-22;total_deaths;21;2020-05-04;78;2020-05-22;141;1.81
Brazil;2020-05-22;total_deaths;14;2020-05-11;11519;2020-05-22;21048;1.83
Bulgaria;2020-05-22;total_deaths;24;2020-05-01;69;2020-05-22;126;1.83
Burkina.Faso;2020-05-22;total_deaths;42;2020-04-13;28;2020-05-22;52;1.86
Canada;2020-05-22;total_deaths;24;2020-05-01;3391;2020-05-22;6250;1.84
Chad;2020-05-22;total_deaths;14;2020-05-11;31;2020-05-22;59;1.9
Chile;2020-05-22;total_deaths;12;2020-05-13;346;2020-05-22;630;1.82
China;2020-05-22;total_deaths;93;2020-02-22;2445;2020-05-22;4638;1.9
Colombia;2020-05-22;total_deaths;20;2020-05-05;378;2020-05-22;682;1.8
Congo;2020-05-22;total_deaths;26;2020-04-28;8;2020-05-22;16;2
Cote.d'Ivoire;2020-05-22;total_deaths;23;2020-05-02;15;2020-05-22;29;1.93
Croatia;2020-05-22;total_deaths;29;2020-04-26;55;2020-05-22;99;1.8
Cuba;2020-05-22;total_deaths;32;2020-04-23;43;2020-05-22;81;1.88
Cyprus;2020-05-22;total_deaths;47;2020-04-08;9;2020-05-22;17;1.89
Czech.Republic;2020-05-22;total_deaths;38;2020-04-17;173;2020-05-22;312;1.8
Democratic.Republic.of.Congo;2020-05-22;total_deaths;20;2020-05-05;34;2020-05-22;63;1.85
Denmark;2020-05-22;total_deaths;40;2020-04-15;309;2020-05-22;561;1.82
Dominican.Republic;2020-05-22;total_deaths;34;2020-04-21;245;2020-05-22;456;1.86
Ecuador;2020-05-22;total_deaths;18;2020-05-07;1654;2020-05-22;3056;1.85
Egypt;2020-05-22;total_deaths;25;2020-04-30;392;2020-05-22;707;1.8
El.Salvador;2020-05-22;total_deaths;14;2020-05-11;18;2020-05-22;33;1.83
Estonia;2020-05-22;total_deaths;40;2020-04-15;35;2020-05-22;64;1.83
Finland;2020-05-22;total_deaths;32;2020-04-22;149;2020-05-22;306;2.05
France;2020-05-22;total_deaths;42;2020-04-13;14967;2020-05-22;28289;1.89
Gabon;2020-05-22;total_deaths;19;2020-05-05;6;2020-05-22;12;2
Georgia;2020-05-22;total_deaths;24;2020-04-30;6;2020-05-22;12;2
Germany;2020-05-22;total_deaths;36;2020-04-19;4404;2020-05-22;8216;1.87
Ghana;2020-05-22;total_deaths;24;2020-05-01;17;2020-05-22;31;1.82
Greece;2020-05-22;total_deaths;44;2020-04-11;93;2020-05-22;169;1.82
