"dia_ano","dias","otimista","casos_estimados","pessimista","x"
180,2020-06-28,792,1002,1212,1012
181,2020-06-29,818,1035,1252,1032
182,2020-06-30,846,1070,1294,1052
183,2020-07-01,874,1106,1338,1072
184,2020-07-02,903,1143,1383,1091
185,2020-07-03,934,1182,1430,1113
186,2020-07-04,966,1222,1478,1134
187,2020-07-05,998,1263,1528,1153
188,2020-07-06,1031,1305,1579,1172
189,2020-07-07,1066,1349,1632,1192
190,2020-07-08,1102,1394,1686,1213
191,2020-07-09,1139,1441,1743,NA
192,2020-07-10,1178,1490,1802,NA
193,2020-07-11,1217,1540,1863,NA
194,2020-07-12,1258,1592,1926,NA
195,2020-07-13,1300,1645,1990,NA
196,2020-07-14,1344,1701,2058,NA
197,2020-07-15,1389,1758,2127,NA
198,2020-07-16,1436,1817,2198,NA
199,2020-07-17,1484,1878,2272,NA
200,2020-07-18,1534,1941,2348,NA
