"dia_ano","dias","otimista","casos_estimados","pessimista","x"
182,2020-06-30,654,670,686,663
183,2020-07-01,676,693,710,686
184,2020-07-02,698,715,732,697
185,2020-07-03,720,738,756,726
186,2020-07-04,743,761,779,762
187,2020-07-05,764,783,802,784
188,2020-07-06,787,806,825,809
189,2020-07-07,808,828,848,834
190,2020-07-08,830,850,870,858
191,2020-07-09,850,871,892,884
192,2020-07-10,872,893,914,896
193,2020-07-11,892,914,936,NA
194,2020-07-12,912,934,956,NA
195,2020-07-13,931,954,977,NA
196,2020-07-14,951,974,997,NA
197,2020-07-15,969,993,1017,NA
198,2020-07-16,988,1012,1036,NA
199,2020-07-17,1005,1030,1055,NA
200,2020-07-18,1023,1048,1073,NA
201,2020-07-19,1040,1065,1090,NA
202,2020-07-20,1056,1082,1108,NA
