location;data;variavel;diasDuplicar;dataPrimeirosCasos;primeirosCasos;dataUltimosCasos;ultimosCasos;estimado
AC;2020-07-10;total_cases;33;2020-06-10;8746;2020-07-10;15768;1.8
AL;2020-07-10;total_cases;27;2020-06-16;23632;2020-07-10;43959;1.86
AM;2020-07-10;total_cases;40;2020-06-03;44347;2020-07-10;82507;1.86
AP;2020-07-10;total_cases;28;2020-06-15;16813;2020-07-10;31080;1.85
BA;2020-07-10;total_cases;18;2020-06-25;54291;2020-07-10;101186;1.86
CE;2020-07-10;total_cases;32;2020-06-11;73879;2020-07-10;133546;1.81
DF;2020-07-10;total_cases;19;2020-06-24;37254;2020-07-10;67297;1.81
ES;2020-07-10;total_cases;24;2020-06-19;33142;2020-07-10;61356;1.85
GO;2020-07-10;total_cases;19;2020-06-24;18622;2020-07-10;35138;1.89
MA;2020-07-10;total_cases;33;2020-06-10;53508;2020-07-10;96718;1.81
MG;2020-07-10;total_cases;17;2020-06-26;38891;2020-07-10;70086;1.8
MS;2020-07-10;total_cases;18;2020-06-25;6523;2020-07-10;12261;1.88
MT;2020-07-10;total_cases;16;2020-06-27;13805;2020-07-10;26396;1.91
PA;2020-07-10;total_cases;31;2020-06-12;66328;2020-07-10;122674;1.85
PB;2020-07-10;total_cases;25;2020-06-18;31760;2020-07-10;59118;1.86
PE;2020-07-10;total_cases;38;2020-06-05;38511;2020-07-10;70100;1.82
PI;2020-07-10;total_cases;18;2020-06-25;17080;2020-07-10;31269;1.83
PR;2020-07-10;total_cases;14;2020-06-29;21326;2020-07-10;39512;1.85
RJ;2020-07-10;total_cases;35;2020-06-08;69499;2020-07-10;129443;1.86
RN;2020-07-10;total_cases;20;2020-06-23;20075;2020-07-10;38265;1.91
RO;2020-07-10;total_cases;24;2020-06-19;14353;2020-07-10;26000;1.81
RR;2020-07-10;total_cases;19;2020-06-24;10803;2020-07-10;21220;1.96
RS;2020-07-10;total_cases;21;2020-06-22;19710;2020-07-10;37490;1.9
SC;2020-07-10;total_cases;18;2020-06-25;21951;2020-07-10;40106;1.83
SE;2020-07-10;total_cases;22;2020-06-21;18985;2020-07-10;34713;1.83
SP;2020-07-10;total_cases;25;2020-06-18;192628;2020-07-10;359110;1.86
TO;2020-07-10;total_cases;24;2020-06-19;7956;2020-07-10;14509;1.82
