location;data;variavel;diasDuplicar;dataPrimeirosCasos;primeirosCasos;dataUltimosCasos;ultimosCasos;estimado
AC;2020-09-25;total_deaths;91;2020-06-29;361;2020-09-25;654;1.81
AL;2020-09-25;total_deaths;86;2020-07-04;1134;2020-09-25;2046;1.8
AM;2020-09-25;total_deaths;115;2020-06-05;2199;2020-09-25;4000;1.82
AP;2020-09-25;total_deaths;96;2020-06-24;387;2020-09-25;699;1.81
BA;2020-09-25;total_deaths;57;2020-08-02;3572;2020-09-25;6503;1.82
CE;2020-09-25;total_deaths;106;2020-06-14;4861;2020-09-25;8891;1.83
DF;2020-09-25;total_deaths;49;2020-08-10;1762;2020-09-25;3175;1.8
ES;2020-09-25;total_deaths;81;2020-07-09;1930;2020-09-25;3485;1.81
GO;2020-09-25;total_deaths;41;2020-08-18;2414;2020-09-25;4436;1.84
MA;2020-09-25;total_deaths;90;2020-06-30;2048;2020-09-25;3703;1.81
MG;2020-09-25;total_deaths;46;2020-08-13;3846;2020-09-25;7056;1.83
MS;2020-09-25;total_deaths;40;2020-08-19;668;2020-09-25;1234;1.85
MT;2020-09-25;total_deaths;59;2020-07-31;1819;2020-09-25;3325;1.83
PA;2020-09-25;total_deaths;115;2020-06-05;3538;2020-09-25;6427;1.82
PB;2020-09-25;total_deaths;70;2020-07-20;1517;2020-09-25;2778;1.83
PE;2020-09-25;total_deaths;95;2020-06-25;4488;2020-09-25;8129;1.81
PI;2020-09-25;total_deaths;68;2020-07-22;1158;2020-09-25;2085;1.8
PR;2020-09-25;total_deaths;49;2020-08-10;2398;2020-09-25;4318;1.8
RJ;2020-09-25;total_deaths;90;2020-06-30;10080;2020-09-25;18166;1.8
RN;2020-09-25;total_deaths;83;2020-07-07;1291;2020-09-25;2368;1.83
RO;2020-09-25;total_deaths;69;2020-07-21;727;2020-09-25;1328;1.83
RR;2020-09-25;total_deaths;88;2020-07-01;314;2020-09-25;637;2.03
RS;2020-09-25;total_deaths;47;2020-08-12;2540;2020-09-25;4574;1.8
SC;2020-09-25;total_deaths;50;2020-08-09;1445;2020-09-25;2723;1.88
SE;2020-09-25;total_deaths;72;2020-07-18;1111;2020-09-25;2010;1.81
SP;2020-09-25;total_deaths;74;2020-07-16;19038;2020-09-25;34877;1.83
TO;2020-09-25;total_deaths;45;2020-08-14;500;2020-09-25;910;1.82
