"dia_ano","dias","otimista","casos_estimados","pessimista","x"
137,2020-05-16,116,129,142,132
138,2020-05-17,124,137,150,142
139,2020-05-18,130,144,158,144
140,2020-05-19,138,153,168,151
141,2020-05-20,146,162,178,161
142,2020-05-21,154,171,188,166
143,2020-05-22,163,181,199,172
144,2020-05-23,172,191,210,176
145,2020-05-24,182,202,222,NA
146,2020-05-25,193,214,235,NA
147,2020-05-26,204,226,248,NA
148,2020-05-27,216,239,262,NA
149,2020-05-28,228,253,278,NA
150,2020-05-29,242,268,294,NA
151,2020-05-30,255,283,311,NA
