"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-06-11,157926,162984,160455,176224,144686,162520
2020-06-12,164228,168206,166217,182553,149881,167900
2020-06-13,170780,173467,172124,189040,155208,172875
2020-06-14,177595,178760,178178,195689,160667,178202
2020-06-15,184681,184078,184380,202501,166259,181460
2020-06-16,192050,189413,190732,209477,171987,190285
2020-06-17,199712,194757,197234,216618,177850,191517
2020-06-18,207681,200101,203891,223929,183853,192628
2020-06-19,215968,205438,210703,231411,189995,211658
2020-06-20,224585,210760,217672,239065,196279,215793
2020-06-21,233546,216059,224802,246895,202709,219185
2020-06-22,242864,221327,232096,254906,209286,NA
2020-06-23,252555,226557,239556,263099,216013,NA
2020-06-24,262632,231741,247186,271479,222893,NA
2020-06-25,273111,236873,254992,280052,229932,NA
2020-06-26,284008,241945,262976,288821,237131,NA
2020-06-27,295340,246952,271146,297794,244498,NA
2020-06-28,307124,251886,279505,306974,252036,NA
2020-06-29,319379,256743,288061,316371,259751,NA
2020-06-30,332122,261516,296819,325990,267648,NA
2020-07-01,345374,266202,305788,335840,275736,NA
