"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
165,2020-06-13,66,73,80,3224
166,2020-06-14,68,75,82,3425
167,2020-06-15,70,77,84,3487
168,2020-06-16,72,79,86,3488
169,2020-06-17,73,81,89,3631
170,2020-06-18,76,84,92,3810
171,2020-06-19,78,86,94,3879
172,2020-06-20,80,88,96,3992
173,2020-06-21,82,90,98,4083
174,2020-06-22,84,93,102,4428
175,2020-06-23,86,95,104,4667
176,2020-06-24,88,97,106,NA
177,2020-06-25,91,100,109,NA
178,2020-06-26,92,102,112,NA
179,2020-06-27,95,105,115,NA
180,2020-06-28,97,107,117,NA
181,2020-06-29,99,109,119,NA
182,2020-06-30,102,112,122,NA
183,2020-07-01,103,114,125,NA
184,2020-07-02,106,117,128,NA
185,2020-07-03,108,119,130,NA
