"dia_ano","dias","otimista","casos_estimados","pessimista","x"
119,2020-04-28,117,142,167,129
120,2020-04-29,137,166,195,137
121,2020-04-30,160,194,228,208
122,2020-05-01,186,225,264,235
123,2020-05-02,214,259,304,273
124,2020-05-03,245,296,347,309
125,2020-05-04,278,336,394,330
126,2020-05-05,312,378,444,369
127,2020-05-06,348,421,494,NA
128,2020-05-07,383,464,545,NA
129,2020-05-08,420,508,596,NA
130,2020-05-09,455,550,645,NA
131,2020-05-10,488,590,692,NA
132,2020-05-11,520,629,738,NA
133,2020-05-12,549,664,779,NA
