"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
174,2020-06-22,52,56,60,57
175,2020-06-23,54,58,62,57
176,2020-06-24,56,61,66,58
177,2020-06-25,58,63,68,61
178,2020-06-26,60,65,70,64
179,2020-06-27,62,67,72,69
180,2020-06-28,64,69,74,71
181,2020-06-29,66,71,76,74
182,2020-06-30,68,73,78,74
183,2020-07-01,69,75,81,74
184,2020-07-02,71,77,83,74
185,2020-07-03,73,79,85,NA
186,2020-07-04,75,81,87,NA
187,2020-07-05,77,83,89,NA
188,2020-07-06,79,85,91,NA
189,2020-07-07,81,87,93,NA
190,2020-07-08,82,89,96,NA
191,2020-07-09,84,91,98,NA
192,2020-07-10,86,93,100,NA
193,2020-07-11,88,95,102,NA
194,2020-07-12,90,97,104,NA
