"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-04-24,734,755,744,885,603,754
2020-04-25,792,811,802,954,650,781
2020-04-26,855,869,862,1026,698,825
2020-04-27,922,929,926,1102,750,832
2020-04-28,995,993,994,1183,805,857
2020-04-29,1074,1059,1066,1268,864,1086
2020-04-30,1158,1128,1143,1360,926,1177
2020-05-01,1250,1199,1224,1456,992,1297
2020-05-02,1348,1273,1310,1559,1061,NA
2020-05-03,1455,1349,1402,1668,1136,NA
2020-05-04,1570,1426,1498,1782,1214,NA
2020-05-05,1693,1505,1599,1902,1296,NA
2020-05-06,1827,1586,1706,2030,1382,NA
2020-05-07,1971,1668,1820,2165,1475,NA
2020-05-08,2127,1750,1938,2306,1570,NA
