"dia_ano","dias","otimista","casos_estimados","pessimista","x"
164,2020-06-12,518,566,614,610
165,2020-06-13,540,589,638,623
166,2020-06-14,562,614,666,633
167,2020-06-15,586,640,694,656
168,2020-06-16,611,667,723,671
169,2020-06-17,637,695,753,696
170,2020-06-18,663,724,785,709
171,2020-06-19,691,754,817,724
172,2020-06-20,720,786,852,743
173,2020-06-21,750,819,888,766
174,2020-06-22,781,853,925,784
175,2020-06-23,814,889,964,NA
176,2020-06-24,848,926,1004,NA
177,2020-06-25,884,965,1046,NA
178,2020-06-26,921,1005,1089,NA
179,2020-06-27,959,1047,1135,NA
180,2020-06-28,999,1091,1183,NA
181,2020-06-29,1041,1137,1233,NA
182,2020-06-30,1085,1185,1285,NA
183,2020-07-01,1131,1235,1339,NA
184,2020-07-02,1178,1286,1394,NA
