"dia_ano","dias","otimista","casos_estimados","pessimista","x"
190,2020-07-08,1140,1195,1250,1171
191,2020-07-09,1163,1219,1275,1196
192,2020-07-10,1185,1243,1301,1229
193,2020-07-11,1207,1266,1325,1250
194,2020-07-12,1229,1289,1349,1284
195,2020-07-13,1251,1312,1373,1302
196,2020-07-14,1273,1335,1397,1342
197,2020-07-15,1294,1357,1420,1383
198,2020-07-16,1314,1378,1442,1418
199,2020-07-17,1335,1400,1465,1446
200,2020-07-18,1354,1420,1486,1477
201,2020-07-19,1374,1441,1508,NA
202,2020-07-20,1392,1460,1528,NA
203,2020-07-21,1412,1480,1548,NA
204,2020-07-22,1430,1499,1568,NA
205,2020-07-23,1447,1517,1587,NA
206,2020-07-24,1464,1535,1606,NA
207,2020-07-25,1480,1552,1624,NA
208,2020-07-26,1496,1569,1642,NA
209,2020-07-27,1512,1585,1658,NA
210,2020-07-28,1527,1601,1675,NA
