"dia_ano","dias","otimista","casos_estimados","pessimista","x"
189,2020-07-07,839,857,875,851
190,2020-07-08,863,882,901,875
191,2020-07-09,888,907,926,901
192,2020-07-10,912,932,952,931
193,2020-07-11,936,956,976,954
194,2020-07-12,958,979,1000,984
195,2020-07-13,982,1003,1024,1012
196,2020-07-14,1004,1026,1048,1033
197,2020-07-15,1026,1048,1070,1054
198,2020-07-16,1047,1070,1093,1071
199,2020-07-17,1068,1091,1114,1088
200,2020-07-18,1087,1111,1135,NA
201,2020-07-19,1107,1131,1155,NA
202,2020-07-20,1125,1150,1175,NA
203,2020-07-21,1144,1169,1194,NA
204,2020-07-22,1162,1187,1212,NA
205,2020-07-23,1178,1204,1230,NA
206,2020-07-24,1195,1221,1247,NA
207,2020-07-25,1211,1237,1263,NA
208,2020-07-26,1225,1252,1279,NA
209,2020-07-27,1240,1267,1294,NA
