"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-04-27,219,231,225,259,191,238
2020-04-28,232,239,236,272,200,240
2020-04-29,244,246,245,282,208,249
2020-04-30,258,253,256,295,217,255
2020-05-01,273,260,266,306,226,261
2020-05-02,288,267,278,320,236,266
2020-05-03,304,273,288,332,244,272
2020-05-04,321,279,300,345,255,274
2020-05-05,339,284,312,359,265,NA
2020-05-06,358,289,324,373,275,NA
2020-05-07,378,294,336,387,285,NA
2020-05-08,399,299,349,402,296,NA
2020-05-09,421,303,362,417,307,NA
2020-05-10,444,307,376,433,319,NA
2020-05-11,469,310,390,449,331,NA
