"dia_ano","dias","otimista","casos_estimados","pessimista","x"
194,2020-07-12,411,429,447,426
195,2020-07-13,414,432,450,430
196,2020-07-14,418,436,454,436
197,2020-07-15,421,439,457,446
198,2020-07-16,423,441,459,447
199,2020-07-17,426,444,462,452
200,2020-07-18,429,447,465,457
201,2020-07-19,430,449,468,460
202,2020-07-20,432,451,470,465
203,2020-07-21,434,453,472,469
204,2020-07-22,436,455,474,470
205,2020-07-23,438,457,476,NA
206,2020-07-24,440,459,478,NA
207,2020-07-25,442,461,480,NA
208,2020-07-26,443,462,481,NA
209,2020-07-27,445,464,483,NA
210,2020-07-28,446,465,484,NA
211,2020-07-29,448,467,486,NA
212,2020-07-30,449,468,487,NA
213,2020-07-31,450,469,488,NA
214,2020-08-01,451,470,489,NA
