"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
182,2020-06-30,1,2,3,245
183,2020-07-01,1,2,3,270
184,2020-07-02,1,2,3,273
185,2020-07-03,1,2,3,282
186,2020-07-04,1,2,3,297
187,2020-07-05,1,2,3,299
188,2020-07-06,1,2,3,303
189,2020-07-07,1,2,3,315
190,2020-07-08,1,3,5,336
191,2020-07-09,1,3,5,352
192,2020-07-10,1,3,5,364
193,2020-07-11,1,3,5,NA
194,2020-07-12,1,3,5,NA
195,2020-07-13,1,3,5,NA
196,2020-07-14,1,3,5,NA
197,2020-07-15,1,3,5,NA
198,2020-07-16,1,3,5,NA
199,2020-07-17,2,4,6,NA
200,2020-07-18,2,4,6,NA
201,2020-07-19,2,4,6,NA
202,2020-07-20,2,4,6,NA
