"dia_ano","dias","otimista","casos_estimados","pessimista","x"
155,2020-06-03,140,148,156,155
156,2020-06-04,146,154,162,164
157,2020-06-05,152,160,168,167
158,2020-06-06,157,166,175,172
159,2020-06-07,163,172,181,173
160,2020-06-08,170,179,188,173
161,2020-06-09,175,185,195,180
162,2020-06-10,182,192,202,188
163,2020-06-11,189,199,209,NA
164,2020-06-12,194,205,216,NA
165,2020-06-13,201,212,223,NA
166,2020-06-14,208,219,230,NA
167,2020-06-15,214,226,238,NA
168,2020-06-16,222,234,246,NA
169,2020-06-17,228,241,254,NA
