"dia_ano","dias","otimista","casos_estimados","pessimista","x"
134,2020-05-13,141,152,163,164
135,2020-05-14,152,164,176,177
136,2020-05-15,165,178,191,187
137,2020-05-16,179,193,207,199
138,2020-05-17,194,209,224,210
139,2020-05-18,210,226,242,221
140,2020-05-19,227,245,263,231
141,2020-05-20,246,265,284,251
142,2020-05-21,266,287,308,NA
143,2020-05-22,289,311,333,NA
144,2020-05-23,312,336,360,NA
145,2020-05-24,338,364,390,NA
146,2020-05-25,366,394,422,NA
147,2020-05-26,396,427,458,NA
148,2020-05-27,429,462,495,NA
