location;data;variavel;diasDuplicar;dataPrimeirosCasos;primeirosCasos;dataUltimosCasos;ultimosCasos;estimado
AC;2020-09-26;total_cases;82;2020-07-09;15465;2020-09-26;27859;1.8
AL;2020-09-26;total_cases;77;2020-07-14;47005;2020-09-26;86124;1.83
AM;2020-09-26;total_cases;88;2020-07-03;74537;2020-09-26;136169;1.83
AP;2020-09-26;total_cases;98;2020-06-23;26437;2020-09-26;47745;1.81
BA;2020-09-26;total_cases;59;2020-08-01;168926;2020-09-26;305186;1.81
CE;2020-09-26;total_cases;82;2020-07-09;131000;2020-09-26;238568;1.82
DF;2020-09-26;total_cases;61;2020-07-30;104442;2020-09-26;188608;1.81
ES;2020-09-26;total_cases;72;2020-07-19;70609;2020-09-26;128710;1.82
GO;2020-09-26;total_cases;41;2020-08-19;109253;2020-09-26;199601;1.83
MA;2020-09-26;total_cases;83;2020-07-08;92939;2020-09-26;171480;1.85
MG;2020-09-26;total_cases;49;2020-08-11;156551;2020-09-26;286350;1.83
MS;2020-09-26;total_cases;43;2020-08-17;37425;2020-09-26;67834;1.81
MT;2020-09-26;total_cases;50;2020-08-10;65198;2020-09-26;119765;1.84
PA;2020-09-26;total_cases;79;2020-07-12;125714;2020-09-26;226826;1.8
PB;2020-09-26;total_cases;74;2020-07-17;66347;2020-09-26;119731;1.8
PE;2020-09-26;total_cases;70;2020-07-21;80441;2020-09-26;144940;1.8
PI;2020-09-26;total_cases;60;2020-07-31;51477;2020-09-26;94179;1.83
PR;2020-09-26;total_cases;49;2020-08-11;95943;2020-09-26;174011;1.81
RJ;2020-09-26;total_cases;71;2020-07-20;141005;2020-09-26;259670;1.84
RN;2020-09-26;total_cases;82;2020-07-09;37060;2020-09-26;68500;1.85
RO;2020-09-26;total_cases;65;2020-07-26;35810;2020-09-26;64923;1.81
RR;2020-09-26;total_cases;69;2020-07-22;26954;2020-09-26;49681;1.84
RS;2020-09-26;total_cases;42;2020-08-18;101217;2020-09-26;185119;1.83
SC;2020-09-26;total_cases;47;2020-08-13;115032;2020-09-26;212091;1.84
SE;2020-09-26;total_cases;74;2020-07-17;41888;2020-09-26;76917;1.84
SP;2020-09-26;total_cases;61;2020-07-30;529006;2020-09-26;970888;1.84
TO;2020-09-26;total_cases;45;2020-08-15;36478;2020-09-26;66516;1.82
