"country","dias","otimista","casos_estimados","pessimista","estimativa_mortes","casos_confirmados"
"Poland",2019-12-30,0,0,0,0,0
"Poland",2019-12-31,0,0,0,0,0
"Poland",2020-01-01,0,0,0,0,0
"Poland",2020-01-02,0,0,0,0,0
"Poland",2020-01-03,0,0,0,0,0
"Poland",2020-01-04,0,0,0,0,0
"Poland",2020-01-05,0,0,0,0,0
"Poland",2020-01-06,0,0,0,0,0
"Poland",2020-01-07,0,0,0,0,0
"Poland",2020-01-08,0,0,0,0,0
"Poland",2020-01-09,0,0,0,0,0
"Poland",2020-01-10,0,0,0,0,0
"Poland",2020-01-11,0,0,0,0,0
"Poland",2020-01-12,0,0,0,0,0
"Poland",2020-01-13,0,0,0,0,0
"Poland",2020-01-14,0,0,0,0,0
"Poland",2020-01-15,0,0,0,0,0
"Poland",2020-01-16,0,0,0,0,0
"Poland",2020-01-17,0,0,0,0,0
"Poland",2020-01-18,0,0,0,0,0
"Poland",2020-01-19,0,0,0,0,0
"Poland",2020-01-20,0,0,0,0,0
"Poland",2020-01-21,0,0,0,0,0
"Poland",2020-01-22,0,0,0,0,0
"Poland",2020-01-23,0,0,0,0,0
"Poland",2020-01-24,0,0,0,0,0
"Poland",2020-01-25,0,0,0,0,0
"Poland",2020-01-26,0,0,0,0,0
"Poland",2020-01-27,0,0,0,0,0
"Poland",2020-01-28,0,0,0,0,0
"Poland",2020-01-29,0,0,0,0,0
"Poland",2020-01-30,0,0,0,0,0
"Poland",2020-01-31,0,0,0,0,0
"Poland",2020-02-01,0,0,0,0,0
"Poland",2020-02-02,0,0,0,0,0
"Poland",2020-02-03,0,0,0,0,0
"Poland",2020-02-04,0,0,0,0,0
"Poland",2020-02-05,0,0,0,0,0
"Poland",2020-02-06,0,0,0,0,0
"Poland",2020-02-07,0,0,0,0,0
"Poland",2020-02-08,0,0,0,0,0
"Poland",2020-02-09,0,0,0,0,0
"Poland",2020-02-10,0,0,0,0,0
"Poland",2020-02-11,0,0,0,0,0
"Poland",2020-02-12,0,0,0,0,0
"Poland",2020-02-13,0,0,0,0,0
"Poland",2020-02-14,0,0,0,0,0
"Poland",2020-02-15,0,0,0,0,0
"Poland",2020-02-16,0,0,0,0,0
"Poland",2020-02-17,0,0,0,0,0
"Poland",2020-02-18,0,0,0,0,0
"Poland",2020-02-19,0,0,0,0,0
"Poland",2020-02-20,0,0,0,0,0
"Poland",2020-02-21,1,1,1,0,0
"Poland",2020-02-22,1,1,1,0,0
"Poland",2020-02-23,1,1,1,0,0
"Poland",2020-02-24,1,1,1,0,0
"Poland",2020-02-25,1,1,1,0,0
"Poland",2020-02-26,2,2,2,0,0
"Poland",2020-02-27,2,2,2,0,0
"Poland",2020-02-28,3,3,3,0,0
"Poland",2020-02-29,4,4,4,0,0
"Poland",2020-03-01,5,5,5,0,0
"Poland",2020-03-02,6,6,6,0,0
"Poland",2020-03-03,7,8,9,0,1
"Poland",2020-03-04,9,10,11,0,0
"Poland",2020-03-05,12,13,14,0,0
"Poland",2020-03-06,15,16,17,0,5
"Poland",2020-03-07,19,21,23,0,6
"Poland",2020-03-08,25,27,29,0,11
"Poland",2020-03-09,31,34,37,0,17
"Poland",2020-03-10,40,43,46,0,22
"Poland",2020-03-11,50,54,58,1,31
"Poland",2020-03-12,64,69,74,1,49
"Poland",2020-03-13,80,87,94,1,68
"Poland",2020-03-14,101,110,119,1,104
"Poland",2020-03-15,127,138,149,2,125
"Poland",2020-03-16,160,174,188,2,177
"Poland",2020-03-17,201,218,235,2,238
"Poland",2020-03-18,251,273,295,3,287
"Poland",2020-03-19,312,339,366,4,355
"Poland",2020-03-20,386,419,452,5,425
"Poland",2020-03-21,473,514,555,6,536
"Poland",2020-03-22,576,626,676,7,634
"Poland",2020-03-23,695,755,815,8,749
"Poland",2020-03-24,829,901,973,10,901
"Poland",2020-03-25,978,1062,1146,12,1051
"Poland",2020-03-26,1138,1236,1334,14,1221
"Poland",2020-03-27,1306,1419,1532,16,1389
"Poland",2020-03-28,1478,1605,1732,18,1638
"Poland",2020-03-29,1647,1789,1931,20,NA
"Poland",2020-03-30,1811,1967,2123,22,NA
"Poland",2020-03-31,1965,2134,2303,23,NA
"Poland",2020-04-01,2105,2286,2467,25,NA
"Poland",2020-04-02,2229,2421,2613,27,NA
"Poland",2020-04-03,2338,2540,2742,28,NA
"Poland",2020-04-04,2431,2641,2851,29,NA
