"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
170,2020-06-18,196,213,230,220
171,2020-06-19,209,228,247,236
172,2020-06-20,222,242,262,251
173,2020-06-21,236,257,278,252
174,2020-06-22,250,272,294,260
175,2020-06-23,263,286,309,279
176,2020-06-24,275,300,325,303
177,2020-06-25,288,314,340,323
178,2020-06-26,301,328,355,334
179,2020-06-27,313,341,369,334
180,2020-06-28,324,353,382,354
181,2020-06-29,335,365,395,NA
182,2020-06-30,345,376,407,NA
183,2020-07-01,354,386,418,NA
184,2020-07-02,364,396,428,NA
185,2020-07-03,372,405,438,NA
186,2020-07-04,379,413,447,NA
187,2020-07-05,386,421,456,NA
188,2020-07-06,393,428,463,NA
189,2020-07-07,399,435,471,NA
190,2020-07-08,405,441,477,NA
