"dia_ano","dias","otimista","casos_estimados","pessimista","x"
146,2020-05-25,1729,2097,2465,2372
147,2020-05-26,1856,2252,2648,2469
148,2020-05-27,1994,2419,2844,2545
149,2020-05-28,2142,2598,3054,2704
150,2020-05-29,2301,2791,3281,2827
151,2020-05-30,2471,2997,3523,2900
152,2020-05-31,2654,3219,3784,2923
153,2020-06-01,2851,3458,4065,2925
154,2020-06-02,3062,3714,4366,NA
155,2020-06-03,3288,3989,4690,NA
156,2020-06-04,3532,4285,5038,NA
157,2020-06-05,3794,4602,5410,NA
158,2020-06-06,4075,4943,5811,NA
159,2020-06-07,4377,5309,6241,NA
160,2020-06-08,4701,5703,6705,NA
