location;data;variavel;diasDuplicar;dataPrimeirosCasos;primeirosCasos;dataUltimosCasos;ultimosCasos;estimado
Afghanistan;2020-05-16;total_deaths;15;2020-05-04;90;2020-05-16;168;1.87
Albania;2020-05-16;total_deaths;46;2020-04-03;17;2020-05-16;31;1.82
Algeria;2020-05-16;total_deaths;37;2020-04-12;293;2020-05-16;542;1.85
Andorra;2020-05-16;total_deaths;38;2020-04-11;28;2020-05-16;51;1.82
Argentina;2020-05-16;total_deaths;22;2020-04-27;197;2020-05-16;363;1.84
Armenia;2020-05-16;total_deaths;20;2020-04-29;30;2020-05-16;55;1.83
Australia;2020-05-16;total_deaths;39;2020-04-10;54;2020-05-16;98;1.81
Austria;2020-05-16;total_deaths;38;2020-04-11;337;2020-05-16;628;1.86
Azerbaijan;2020-05-16;total_deaths;26;2020-04-23;20;2020-05-16;36;1.8
Bahamas;2020-05-16;total_deaths;42;2020-04-07;6;2020-05-16;11;1.83
Bahrain;2020-05-16;total_deaths;36;2020-04-12;6;2020-05-16;12;2
Bangladesh;2020-05-16;total_deaths;18;2020-05-01;170;2020-05-16;314;1.85
Belarus;2020-05-16;total_deaths;20;2020-04-29;84;2020-05-16;160;1.9
Belgium;2020-05-16;total_deaths;33;2020-04-16;4857;2020-05-16;9005;1.85
Belize;2020-05-16;total_deaths;39;2020-04-09;1;2020-05-16;2;2
Benin;2020-05-16;total_deaths;20;2020-04-28;1;2020-05-16;2;2
Bermuda;2020-05-16;total_deaths;23;2020-04-26;5;2020-05-16;9;1.8
Bolivia;2020-05-16;total_deaths;13;2020-05-06;91;2020-05-16;165;1.81
Bosnia.and.Herzegovina;2020-05-16;total_deaths;18;2020-05-01;70;2020-05-16;129;1.84
Brazil;2020-05-16;total_deaths;13;2020-05-06;8536;2020-05-16;15633;1.83
Bulgaria;2020-05-16;total_deaths;21;2020-04-28;58;2020-05-16;108;1.86
Burkina.Faso;2020-05-16;total_deaths;36;2020-04-13;28;2020-05-16;51;1.82
Cameroon;2020-05-16;total_deaths;13;2020-05-05;64;2020-05-16;140;2.19
Canada;2020-05-16;total_deaths;20;2020-04-29;2996;2020-05-16;5679;1.9
Chad;2020-05-16;total_deaths;12;2020-05-07;27;2020-05-16;50;1.85
Chile;2020-05-16;total_deaths;19;2020-04-30;227;2020-05-16;421;1.85
China;2020-05-16;total_deaths;87;2020-02-22;2445;2020-05-16;4638;1.9
Colombia;2020-05-16;total_deaths;19;2020-04-30;293;2020-05-16;562;1.92
Congo;2020-05-16;total_deaths;21;2020-04-28;8;2020-05-16;15;1.88
Cote.d'Ivoire;2020-05-16;total_deaths;28;2020-04-21;13;2020-05-16;25;1.92
Croatia;2020-05-16;total_deaths;25;2020-04-24;51;2020-05-16;95;1.86
Cuba;2020-05-16;total_deaths;26;2020-04-23;43;2020-05-16;79;1.84
Cyprus;2020-05-16;total_deaths;41;2020-04-08;9;2020-05-16;17;1.89
Czech.Republic;2020-05-16;total_deaths;35;2020-04-14;161;2020-05-16;296;1.84
Democratic.Republic.of.Congo;2020-05-16;total_deaths;17;2020-05-02;33;2020-05-16;60;1.82
Denmark;2020-05-16;total_deaths;35;2020-04-14;299;2020-05-16;543;1.82
Djibouti;2020-05-16;total_deaths;13;2020-05-05;2;2020-05-16;4;2
Dominican.Republic;2020-05-16;total_deaths;29;2020-04-20;235;2020-05-16;424;1.8
Ecuador;2020-05-16;total_deaths;17;2020-05-02;1371;2020-05-16;2688;1.96
