"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-07-12,26062,27755,26908,29772,24044,28411
2020-07-13,27323,28790,28056,31042,25070,28792
2020-07-14,28645,29822,29234,32346,26122,29279
2020-07-15,30031,30848,30440,33680,27200,30319
2020-07-16,31483,31865,31674,35046,28302,31111
2020-07-17,33006,32870,32938,36444,29432,32971
2020-07-18,34603,33861,34232,37876,30588,32707
2020-07-19,36277,34835,35556,39341,31771,34136
2020-07-20,38031,35791,36911,40840,32982,35639
2020-07-21,39871,36725,38298,42375,34221,37077
2020-07-22,41800,37637,39718,43946,35490,38772
2020-07-23,43822,38524,41173,45556,36790,NA
2020-07-24,45942,39385,42664,47205,38123,NA
2020-07-25,48164,40219,44192,48896,39488,NA
2020-07-26,50494,41026,45760,50631,40889,NA
2020-07-27,52936,41803,47370,52412,42328,NA
2020-07-28,55497,42551,49024,54242,43806,NA
2020-07-29,58182,43269,50726,56126,45326,NA
2020-07-30,60996,43958,52477,58063,46891,NA
2020-07-31,63946,44616,54281,60059,48503,NA
2020-08-01,67040,45245,56142,62118,50166,NA
