"dia_ano","dias","otimista","casos_estimados","pessimista","x"
127,2020-05-06,86,98,110,97
128,2020-05-07,91,104,117,106
129,2020-05-08,96,110,124,111
130,2020-05-09,102,116,130,118
131,2020-05-10,107,122,137,119
132,2020-05-11,113,129,145,121
133,2020-05-12,120,137,154,127
134,2020-05-13,127,145,163,135
135,2020-05-14,134,153,172,NA
136,2020-05-15,141,161,181,NA
137,2020-05-16,150,171,192,NA
138,2020-05-17,158,180,202,NA
139,2020-05-18,167,191,215,NA
140,2020-05-19,176,201,226,NA
141,2020-05-20,186,213,240,NA
