"dia_ano","dias","otimista","casos_estimados","pessimista","x"
178,2020-06-26,566,580,594,574
179,2020-06-27,588,602,616,592
180,2020-06-28,608,623,638,615
181,2020-06-29,630,645,660,643
182,2020-06-30,651,667,683,663
183,2020-07-01,673,689,705,686
184,2020-07-02,693,710,727,697
185,2020-07-03,715,732,749,726
186,2020-07-04,735,753,771,762
187,2020-07-05,757,775,793,784
188,2020-07-06,777,796,815,809
189,2020-07-07,797,816,835,NA
190,2020-07-08,817,837,857,NA
191,2020-07-09,837,857,877,NA
192,2020-07-10,855,876,897,NA
193,2020-07-11,874,895,916,NA
194,2020-07-12,892,914,936,NA
195,2020-07-13,911,933,955,NA
196,2020-07-14,927,950,973,NA
197,2020-07-15,945,968,991,NA
198,2020-07-16,961,984,1007,NA
