"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
165,2020-06-13,10679,11161,11643,11710
166,2020-06-14,11195,11701,12207,11865
167,2020-06-15,11717,12246,12775,12180
168,2020-06-16,12242,12795,13348,13010
169,2020-06-17,12767,13344,13921,13567
170,2020-06-18,13293,13894,14495,13804
171,2020-06-19,13817,14441,15065,14353
172,2020-06-20,14335,14983,15631,14952
173,2020-06-21,14849,15520,16191,15181
174,2020-06-22,15355,16049,16743,15827
175,2020-06-23,15852,16568,17284,16498
176,2020-06-24,16339,17077,17815,NA
177,2020-06-25,16813,17573,18333,NA
178,2020-06-26,17276,18056,18836,NA
179,2020-06-27,17723,18524,19325,NA
180,2020-06-28,18156,18976,19796,NA
181,2020-06-29,18574,19413,20252,NA
182,2020-06-30,18976,19833,20690,NA
183,2020-07-01,19360,20235,21110,NA
184,2020-07-02,19729,20620,21511,NA
185,2020-07-03,20081,20988,21895,NA
