"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
120,2020-04-29,636,703,770,699
121,2020-04-30,712,787,862,814
122,2020-05-01,797,881,965,926
123,2020-05-02,892,986,1080,1034
124,2020-05-03,999,1104,1209,1169
125,2020-05-04,1119,1236,1353,1219
126,2020-05-05,1252,1384,1516,1361
127,2020-05-06,1402,1549,1696,1493
128,2020-05-07,1569,1734,1899,NA
129,2020-05-08,1756,1941,2126,NA
130,2020-05-09,1966,2172,2378,NA
131,2020-05-10,2201,2432,2663,NA
132,2020-05-11,2463,2722,2981,NA
133,2020-05-12,2757,3047,3337,NA
134,2020-05-13,3087,3411,3735,NA
