location;data;variavel;diasDuplicar;dataPrimeirosCasos;primeirosCasos;dataUltimosCasos;ultimosCasos;estimado
AC;2020-08-26;total_cases;60;2020-06-30;13253;2020-08-26;24119;1.82
AL;2020-08-26;total_cases;52;2020-07-08;42322;2020-08-26;77317;1.83
AM;2020-08-26;total_cases;67;2020-06-23;65073;2020-08-26;117412;1.8
AP;2020-08-26;total_cases;69;2020-06-21;21840;2020-08-26;41981;1.92
BA;2020-08-26;total_cases;38;2020-07-22;133245;2020-08-26;245021;1.84
CE;2020-08-26;total_cases;58;2020-07-02;115524;2020-08-26;208782;1.81
DF;2020-08-26;total_cases;39;2020-07-21;86076;2020-08-26;155253;1.8
ES;2020-08-26;total_cases;52;2020-07-08;58537;2020-08-26;107909;1.84
GO;2020-08-26;total_cases;29;2020-07-31;67941;2020-08-26;124593;1.83
MA;2020-08-26;total_cases;60;2020-06-30;80451;2020-08-26;147676;1.84
MG;2020-08-26;total_cases;35;2020-07-25;110093;2020-08-26;201973;1.83
MS;2020-08-26;total_cases;29;2020-07-31;24936;2020-08-26;45359;1.82
MT;2020-08-26;total_cases;32;2020-07-28;46545;2020-08-26;85709;1.84
PA;2020-08-26;total_cases;59;2020-07-01;105853;2020-08-26;193564;1.83
PB;2020-08-26;total_cases;52;2020-07-08;56344;2020-08-26;103213;1.83
PE;2020-08-26;total_cases;53;2020-07-07;66151;2020-08-26;121078;1.83
PI;2020-08-26;total_cases;39;2020-07-21;40276;2020-08-26;74096;1.84
PR;2020-08-26;total_cases;34;2020-07-26;67220;2020-08-26;122241;1.82
RJ;2020-08-26;total_cases;57;2020-07-03;118956;2020-08-26;216675;1.82
RN;2020-08-26;total_cases;57;2020-07-03;33421;2020-08-26;60442;1.81
RO;2020-08-26;total_cases;41;2020-07-19;29117;2020-08-26;53119;1.82
RR;2020-08-26;total_cases;46;2020-07-14;22968;2020-08-26;42359;1.84
RS;2020-08-26;total_cases;32;2020-07-28;62347;2020-08-26;115984;1.86
SC;2020-08-26;total_cases;32;2020-07-28;73771;2020-08-26;137560;1.86
SE;2020-08-26;total_cases;46;2020-07-14;39167;2020-08-26;71222;1.82
SP;2020-08-26;total_cases;39;2020-07-21;422669;2020-08-26;776135;1.84
TO;2020-08-26;total_cases;28;2020-08-01;25346;2020-08-26;46364;1.83
