"dia_ano","dias","otimista","casos_estimados","pessimista","x"
160,2020-06-08,5462,6694,7926,6781
161,2020-06-09,5703,6990,8277,6928
162,2020-06-10,5956,7300,8644,7138
163,2020-06-11,6221,7624,9027,7363
164,2020-06-12,6496,7962,9428,7417
165,2020-06-13,6784,8315,9846,7592
166,2020-06-14,7085,8683,10281,7672
167,2020-06-15,7399,9068,10737,7728
168,2020-06-16,7727,9470,11213,NA
169,2020-06-17,8070,9890,11710,NA
170,2020-06-18,8427,10328,12229,NA
171,2020-06-19,8801,10786,12771,NA
172,2020-06-20,9191,11264,13337,NA
173,2020-06-21,9599,11764,13929,NA
174,2020-06-22,10024,12285,14546,NA
