"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-04-29,6978,7180,7079,8084,6074,7267
2020-04-30,7569,7753,7661,8749,6573,7606
2020-05-01,8211,8361,8286,9463,7109,7879
2020-05-02,8906,9002,8954,10225,7683,8231
2020-05-03,9661,9677,9669,11042,8296,8370
2020-05-04,10479,10384,10432,11913,8951,11040
2020-05-05,11367,11124,11246,12843,9649,11470
2020-05-06,12330,11894,12112,13832,10392,12304
2020-05-07,13375,12692,13034,14885,11183,NA
2020-05-08,14508,13518,14013,16003,12023,NA
2020-05-09,15737,14367,15052,17189,12915,NA
2020-05-10,17071,15237,16154,18448,13860,NA
2020-05-11,18517,16126,17322,19782,14862,NA
2020-05-12,20086,17028,18557,21192,15922,NA
2020-05-13,21787,17941,19864,22685,17043,NA
