"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-05-26,7043,7089,7066,7297,6835,7058
2020-05-27,7567,7609,7588,7836,7340,7580
2020-05-28,8131,8164,8148,8414,7882,8055
2020-05-29,8736,8756,8746,9032,8460,8618
2020-05-30,9387,9388,9388,9695,9081,9223
2020-05-31,10086,10062,10074,10403,9745,10288
2020-06-01,10836,10779,10808,11161,10455,10837
2020-06-02,11643,11542,11592,11971,11213,11559
2020-06-03,12510,12353,12432,12838,12026,NA
2020-06-04,13442,13214,13328,13764,12892,NA
2020-06-05,14442,14127,14284,14751,13817,NA
2020-06-06,15518,15095,15306,15806,14806,NA
2020-06-07,16673,16119,16396,16932,15860,NA
2020-06-08,17914,17201,17558,18132,16984,NA
2020-06-09,19248,18343,18796,19410,18182,NA
