"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
172,2020-06-20,79,86,93,89
173,2020-06-21,84,92,100,90
174,2020-06-22,90,98,106,99
175,2020-06-23,96,105,114,111
176,2020-06-24,102,112,122,118
177,2020-06-25,109,119,129,126
178,2020-06-26,117,128,139,129
179,2020-06-27,124,136,148,129
180,2020-06-28,133,145,157,140
181,2020-06-29,142,155,168,154
182,2020-06-30,152,166,180,159
183,2020-07-01,162,177,192,NA
184,2020-07-02,173,189,205,NA
185,2020-07-03,185,202,219,NA
186,2020-07-04,197,215,233,NA
187,2020-07-05,210,230,250,NA
188,2020-07-06,224,245,266,NA
189,2020-07-07,240,262,284,NA
190,2020-07-08,256,280,304,NA
191,2020-07-09,273,299,325,NA
192,2020-07-10,292,319,346,NA
