"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
167,2020-06-15,1,1,1,1
168,2020-06-16,1,1,1,1
169,2020-06-17,1,1,1,1
170,2020-06-18,2,2,2,1
171,2020-06-19,2,2,2,2
172,2020-06-20,2,3,4,4
173,2020-06-21,3,4,5,4
174,2020-06-22,5,6,7,6
175,2020-06-23,7,8,9,7
176,2020-06-24,8,10,12,11
177,2020-06-25,10,12,14,12
178,2020-06-26,12,15,18,NA
179,2020-06-27,15,18,21,NA
180,2020-06-28,17,21,25,NA
181,2020-06-29,20,24,28,NA
182,2020-06-30,22,27,32,NA
183,2020-07-01,24,29,34,NA
184,2020-07-02,26,31,36,NA
185,2020-07-03,26,32,38,NA
186,2020-07-04,27,33,39,NA
187,2020-07-05,28,34,40,NA
