"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-06-08,6173,6172,6172,6545,5799,6124
2020-06-09,6549,6549,6549,6945,6153,6521
2020-06-10,6949,6948,6948,7368,6528,7159
2020-06-11,7373,7372,7372,7818,6926,7657
2020-06-12,7822,7822,7822,8295,7349,7846
2020-06-13,8300,8298,8299,8801,7797,7940
2020-06-14,8806,8804,8805,9337,8273,7944
2020-06-15,9343,9341,9342,9907,8777,10182
2020-06-16,9913,9911,9912,10511,9313,NA
2020-06-17,10518,10515,10516,11152,9880,NA
2020-06-18,11160,11156,11158,11832,10484,NA
2020-06-19,11841,11836,11838,12554,11122,NA
2020-06-20,12563,12557,12560,13319,11801,NA
2020-06-21,13330,13322,13326,14131,12521,NA
2020-06-22,14143,14134,14138,14993,13283,NA
