"dia_ano","dias","otimista","casos_estimados","pessimista","x"
177,2020-06-25,490,528,566,539
178,2020-06-26,509,549,589,564
179,2020-06-27,530,571,612,575
180,2020-06-28,551,594,637,599
181,2020-06-29,572,617,662,613
182,2020-06-30,595,642,689,649
183,2020-07-01,619,667,715,663
184,2020-07-02,644,694,744,706
185,2020-07-03,670,722,774,728
186,2020-07-04,696,750,804,763
187,2020-07-05,723,780,837,795
188,2020-07-06,752,811,870,NA
189,2020-07-07,782,843,904,NA
190,2020-07-08,813,877,941,NA
191,2020-07-09,846,912,978,NA
192,2020-07-10,879,948,1017,NA
193,2020-07-11,914,985,1056,NA
194,2020-07-12,951,1025,1099,NA
195,2020-07-13,988,1065,1142,NA
196,2020-07-14,1028,1108,1188,NA
197,2020-07-15,1069,1152,1235,NA
