location;data;variavel;diasDuplicar;dataPrimeirosCasos;primeirosCasos;dataUltimosCasos;ultimosCasos;estimado
Afghanistan;2020-06-01;total_cases;14;2020-05-21;8676;2020-06-01;15750;1.82
Albania;2020-06-01;total_cases;43;2020-04-22;634;2020-06-01;1143;1.8
Algeria;2020-06-01;total_cases;28;2020-05-07;5182;2020-06-01;9513;1.84
Andorra;2020-06-01;total_cases;64;2020-04-01;390;2020-06-01;765;1.96
Angola;2020-06-01;total_cases;22;2020-05-13;45;2020-06-01;86;1.91
Argentina;2020-06-01;total_cases;15;2020-05-20;9270;2020-06-01;17402;1.88
Armenia;2020-06-01;total_cases;15;2020-05-20;5271;2020-06-01;9492;1.8
Aruba;2020-06-01;total_cases;64;2020-04-01;55;2020-06-01;101;1.84
Australia;2020-06-01;total_cases;68;2020-03-28;3809;2020-06-01;7204;1.89
Austria;2020-06-01;total_cases;67;2020-03-29;8813;2020-06-01;16663;1.89
Azerbaijan;2020-06-01;total_cases;19;2020-05-16;3138;2020-06-01;5662;1.8
Bahamas;2020-06-01;total_cases;48;2020-04-17;55;2020-06-01;102;1.85
Bahrain;2020-06-01;total_cases;21;2020-05-14;6198;2020-06-01;11804;1.9
Bangladesh;2020-06-01;total_cases;15;2020-05-20;26738;2020-06-01;49534;1.85
Barbados;2020-06-01;total_cases;61;2020-04-04;51;2020-06-01;92;1.8
Belarus;2020-06-01;total_cases;24;2020-05-11;23906;2020-06-01;43403;1.82
Belgium;2020-06-01;total_cases;51;2020-04-14;31119;2020-06-01;58517;1.88
Belize;2020-06-01;total_cases;55;2020-04-10;10;2020-06-01;18;1.8
Benin;2020-06-01;total_cases;12;2020-05-23;135;2020-06-01;243;1.8
Bhutan;2020-06-01;total_cases;12;2020-05-23;24;2020-06-01;47;1.96
Bolivia;2020-06-01;total_cases;13;2020-05-22;5579;2020-06-01;10531;1.89
Bosnia.and.Herzegovina;2020-06-01;total_cases;43;2020-04-22;1367;2020-06-01;2523;1.85
Botswana;2020-06-01;total_cases;44;2020-04-21;20;2020-06-01;38;1.9
Brazil;2020-06-01;total_cases;15;2020-05-20;291579;2020-06-01;526447;1.81
British.Virgin.Islands;2020-06-01;total_cases;45;2020-04-19;4;2020-06-01;8;2
Brunei;2020-06-01;total_cases;76;2020-03-20;78;2020-06-01;141;1.81
Bulgaria;2020-06-01;total_cases;38;2020-04-27;1363;2020-06-01;2513;1.84
Burkina.Faso;2020-06-01;total_cases;54;2020-04-11;484;2020-06-01;881;1.82
Cameroon;2020-06-01;total_cases;16;2020-05-19;3529;2020-06-01;6397;1.81
Canada;2020-06-01;total_cases;37;2020-04-28;50015;2020-06-01;91694;1.83
Cape.Verde;2020-06-01;total_cases;25;2020-05-10;246;2020-06-01;458;1.86
Cayman.Islands;2020-06-01;total_cases;25;2020-05-10;81;2020-06-01;150;1.85
Central.African.Republic;2020-06-01;total_cases;12;2020-05-23;552;2020-06-01;1069;1.94
Chad;2020-06-01;total_cases;20;2020-05-15;428;2020-06-01;790;1.85
Chile;2020-06-01;total_cases;14;2020-05-21;57581;2020-06-01;105159;1.83
China;2020-06-01;total_cases;114;2020-02-11;44724;2020-06-01;84154;1.88
Colombia;2020-06-01;total_cases;16;2020-05-19;16935;2020-06-01;30493;1.8
Congo;2020-06-01;total_cases;23;2020-05-12;333;2020-06-01;611;1.83
Costa.Rica;2020-06-01;total_cases;53;2020-04-12;595;2020-06-01;1084;1.82
Cote.d'Ivoire;2020-06-01;total_cases;27;2020-05-08;1602;2020-06-01;2951;1.84
Croatia;2020-06-01;total_cases;59;2020-04-06;1222;2020-06-01;2246;1.84
Cuba;2020-06-01;total_cases;44;2020-04-21;1137;2020-06-01;2083;1.83
Curacao;2020-06-01;total_cases;60;2020-04-05;11;2020-06-01;20;1.82
Cyprus;2020-06-01;total_cases;57;2020-04-08;526;2020-06-01;949;1.8
Czech.Republic;2020-06-01;total_cases;58;2020-04-07;5017;2020-06-01;9302;1.85
Democratic.Republic.of.Congo;2020-06-01;total_cases;16;2020-05-19;1731;2020-06-01;3194;1.85
Denmark;2020-06-01;total_cases;52;2020-04-13;6318;2020-06-01;11699;1.85
Djibouti;2020-06-01;total_cases;15;2020-05-20;1828;2020-06-01;3569;1.95
Dominican.Republic;2020-06-01;total_cases;27;2020-05-08;9376;2020-06-01;17572;1.87
Egypt;2020-06-01;total_cases;15;2020-05-20;14229;2020-06-01;26384;1.85
El.Salvador;2020-06-01;total_cases;17;2020-05-18;1413;2020-06-01;2582;1.83
Equatorial.Guinea;2020-06-01;total_cases;17;2020-05-18;719;2020-06-01;1306;1.82
Eritrea;2020-06-01;total_cases;63;2020-04-01;18;2020-06-01;39;2.17
Estonia;2020-06-01;total_cases;61;2020-04-04;1018;2020-06-01;1870;1.84
Ethiopia;2020-06-01;total_cases;10;2020-05-25;655;2020-06-01;1257;1.92
Faeroe.Islands;2020-06-01;total_cases;74;2020-03-21;92;2020-06-01;187;2.03
Finland;2020-06-01;total_cases;46;2020-04-19;3783;2020-06-01;6885;1.82
France;2020-06-01;total_cases;57;2020-04-08;82048;2020-06-01;152091;1.85
French.Polynesia;2020-06-01;total_cases;68;2020-03-27;30;2020-06-01;60;2
Gabon;2020-06-01;total_cases;17;2020-05-18;1432;2020-06-01;2655;1.85
Gambia;2020-06-01;total_cases;33;2020-05-01;12;2020-06-01;25;2.08
Georgia;2020-06-01;total_cases;42;2020-04-23;425;2020-06-01;796;1.87
Germany;2020-06-01;total_cases;59;2020-04-06;99225;2020-06-01;182028;1.83
Ghana;2020-06-01;total_cases;25;2020-05-10;4263;2020-06-01;8070;1.89
Gibraltar;2020-06-01;total_cases;63;2020-04-02;88;2020-06-01;170;1.93
Greece;2020-06-01;total_cases;62;2020-04-03;1613;2020-06-01;2917;1.81
Greenland;2020-06-01;total_cases;69;2020-03-26;6;2020-06-01;13;2.17
Grenada;2020-06-01;total_cases;56;2020-04-09;12;2020-06-01;23;1.92
Guam;2020-06-01;total_cases;61;2020-04-04;93;2020-06-01;175;1.88
Guatemala;2020-06-01;total_cases;13;2020-05-22;2743;2020-06-01;5336;1.95
Guernsey;2020-06-01;total_cases;61;2020-04-04;136;2020-06-01;252;1.85
Guinea;2020-06-01;total_cases;26;2020-05-09;2042;2020-06-01;3844;1.88
Guinea-Bissau;2020-06-01;total_cases;25;2020-05-10;726;2020-06-01;1339;1.84
Guyana;2020-06-01;total_cases;32;2020-05-03;82;2020-06-01;153;1.87
Haiti;2020-06-01;total_cases;9;2020-05-26;1174;2020-06-01;2226;1.9
Honduras;2020-06-01;total_cases;16;2020-05-19;2955;2020-06-01;5362;1.81
Hungary;2020-06-01;total_cases;44;2020-04-21;2168;2020-06-01;3921;1.81
Iceland;2020-06-01;total_cases;68;2020-03-28;963;2020-06-01;1806;1.88
India;2020-06-01;total_cases;16;2020-05-19;106750;2020-06-01;198706;1.86
Indonesia;2020-06-01;total_cases;23;2020-05-12;14749;2020-06-01;26940;1.83
International;2020-06-01;total_cases;18;2020-02-16;355;2020-03-09;696;1.96
Iran;2020-06-01;total_cases;44;2020-04-21;84802;2020-06-01;154445;1.82
Iraq;2020-06-01;total_cases;15;2020-05-20;3724;2020-06-01;6868;1.84
Ireland;2020-06-01;total_cases;49;2020-04-16;13271;2020-06-01;25062;1.89
Isle.of.Man;2020-06-01;total_cases;56;2020-04-08;158;2020-06-01;336;2.13
Israel;2020-06-01;total_cases;57;2020-04-08;9404;2020-06-01;17219;1.83
Italy;2020-06-01;total_cases;60;2020-04-05;128948;2020-06-01;233197;1.81
