"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
172,2020-06-20,209,221,233,223
173,2020-06-21,216,228,240,227
174,2020-06-22,221,234,247,229
175,2020-06-23,228,241,254,236
176,2020-06-24,235,248,261,247
177,2020-06-25,241,255,269,254
178,2020-06-26,247,261,275,265
179,2020-06-27,254,268,282,265
180,2020-06-28,259,274,289,281
181,2020-06-29,266,281,296,287
182,2020-06-30,272,287,302,288
183,2020-07-01,277,293,309,NA
184,2020-07-02,283,299,315,NA
185,2020-07-03,289,305,321,NA
186,2020-07-04,294,311,328,NA
187,2020-07-05,299,316,333,NA
188,2020-07-06,305,322,339,NA
189,2020-07-07,309,327,345,NA
190,2020-07-08,314,332,350,NA
191,2020-07-09,319,337,355,NA
192,2020-07-10,324,342,360,NA
