"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
175,2020-06-23,0,0,0,47
176,2020-06-24,0,0,0,48
177,2020-06-25,0,0,0,48
178,2020-06-26,0,0,0,50
179,2020-06-27,0,0,0,50
180,2020-06-28,0,0,0,54
181,2020-06-29,0,0,0,58
182,2020-06-30,0,1,2,60
183,2020-07-01,0,1,2,70
184,2020-07-02,0,1,2,74
185,2020-07-03,0,2,4,80
186,2020-07-04,0,2,4,NA
187,2020-07-05,0,2,4,NA
188,2020-07-06,-1,3,7,NA
189,2020-07-07,-1,3,7,NA
190,2020-07-08,-1,3,7,NA
191,2020-07-09,-1,3,7,NA
192,2020-07-10,-1,3,7,NA
193,2020-07-11,-1,3,7,NA
194,2020-07-12,-1,3,7,NA
195,2020-07-13,-1,3,7,NA
