"dia_ano","dias","otimista","casos_estimados","pessimista","x"
184,2020-07-02,365,379,393,378
185,2020-07-03,369,383,397,387
186,2020-07-04,374,388,402,391
187,2020-07-05,378,392,406,391
188,2020-07-06,381,395,409,394
189,2020-07-07,385,399,413,399
190,2020-07-08,388,403,418,404
191,2020-07-09,391,406,421,411
192,2020-07-10,394,409,424,417
193,2020-07-11,397,412,427,419
194,2020-07-12,400,415,430,426
195,2020-07-13,402,417,432,NA
196,2020-07-14,405,420,435,NA
197,2020-07-15,407,422,437,NA
198,2020-07-16,409,424,439,NA
199,2020-07-17,411,426,441,NA
200,2020-07-18,413,428,443,NA
201,2020-07-19,415,430,445,NA
202,2020-07-20,415,431,447,NA
203,2020-07-21,417,433,449,NA
204,2020-07-22,418,434,450,NA
