location;data;variavel;diasDuplicar;dataPrimeirosCasos;primeirosCasos;dataUltimosCasos;ultimosCasos;estimado
AC;2020-06-10;total_cases;18;2020-05-26;4781;2020-06-10;8746;1.83
AL;2020-06-10;total_cases;14;2020-05-30;9223;2020-06-10;18176;1.97
AM;2020-06-10;total_cases;21;2020-05-23;28802;2020-06-10;52849;1.83
AP;2020-06-10;total_cases;17;2020-05-27;7619;2020-06-10;14623;1.92
BA;2020-06-10;total_cases;14;2020-05-30;17626;2020-06-10;32685;1.85
CE;2020-06-10;total_cases;15;2020-05-29;38395;2020-06-10;71402;1.86
DF;2020-06-10;total_cases;12;2020-06-01;10510;2020-06-10;19433;1.85
ES;2020-06-10;total_cases;15;2020-05-29;12903;2020-06-10;23344;1.81
GO;2020-06-10;total_cases;12;2020-06-01;3906;2020-06-10;7159;1.83
MA;2020-06-10;total_cases;16;2020-05-28;27979;2020-06-10;53508;1.91
MG;2020-06-10;total_cases;14;2020-05-30;9630;2020-06-10;17501;1.82
MS;2020-06-10;total_cases;14;2020-05-30;1418;2020-06-10;2597;1.83
MT;2020-06-10;total_cases;12;2020-06-01;2541;2020-06-10;4602;1.81
PA;2020-06-10;total_cases;16;2020-05-28;33699;2020-06-10;62095;1.84
PB;2020-06-10;total_cases;13;2020-05-31;13162;2020-06-10;24032;1.83
PE;2020-06-10;total_cases;24;2020-05-20;22560;2020-06-10;41935;1.86
PI;2020-06-10;total_cases;15;2020-05-29;4503;2020-06-10;8359;1.86
PR;2020-06-10;total_cases;15;2020-05-29;4236;2020-06-10;7831;1.85
RJ;2020-06-10;total_cases;18;2020-05-26;40024;2020-06-10;74373;1.86
RN;2020-06-10;total_cases;15;2020-05-28;5630;2020-06-10;11568;2.05
RO;2020-06-10;total_cases;12;2020-06-01;5172;2020-06-10;9850;1.9
RR;2020-06-10;total_cases;13;2020-05-31;3474;2020-06-10;6347;1.83
RS;2020-06-10;total_cases;17;2020-05-27;7048;2020-06-10;13619;1.93
SC;2020-06-10;total_cases;19;2020-05-25;6875;2020-06-10;12594;1.83
SE;2020-06-10;total_cases;18;2020-05-26;5735;2020-06-10;10615;1.85
SP;2020-06-10;total_cases;18;2020-05-26;86017;2020-06-10;156316;1.82
TO;2020-06-10;total_cases;16;2020-05-28;3277;2020-06-10;6257;1.91
