"country","dias","otimista","casos_estimados","pessimista","estimativa_mortes","casos_confirmados","latitude","longitude"
"Italy",2019-12-30,0,0,0,0,0,"41.87194","12.56738"
"Italy",2019-12-31,0,0,0,0,0,"41.87194","12.56738"
"Italy",2020-01-01,0,0,0,0,0,"41.87194","12.56738"
"Italy",2020-01-02,0,0,0,0,0,"41.87194","12.56738"
"Italy",2020-01-03,0,0,0,0,0,"41.87194","12.56738"
"Italy",2020-01-04,0,0,0,0,0,"41.87194","12.56738"
"Italy",2020-01-05,0,0,0,0,0,"41.87194","12.56738"
"Italy",2020-01-06,0,0,0,0,0,"41.87194","12.56738"
"Italy",2020-01-07,0,0,0,0,0,"41.87194","12.56738"
"Italy",2020-01-08,0,0,0,0,0,"41.87194","12.56738"
"Italy",2020-01-09,0,0,0,0,0,"41.87194","12.56738"
"Italy",2020-01-10,0,0,0,0,0,"41.87194","12.56738"
"Italy",2020-01-11,0,0,0,0,0,"41.87194","12.56738"
"Italy",2020-01-12,0,0,0,0,0,"41.87194","12.56738"
"Italy",2020-01-13,0,0,0,0,0,"41.87194","12.56738"
"Italy",2020-01-14,0,0,0,0,0,"41.87194","12.56738"
"Italy",2020-01-15,0,0,0,0,0,"41.87194","12.56738"
"Italy",2020-01-16,0,0,0,0,0,"41.87194","12.56738"
"Italy",2020-01-17,0,0,0,0,0,"41.87194","12.56738"
"Italy",2020-01-18,1,1,1,0,0,"41.87194","12.56738"
"Italy",2020-01-19,1,1,1,0,0,"41.87194","12.56738"
"Italy",2020-01-20,1,1,1,0,0,"41.87194","12.56738"
"Italy",2020-01-21,1,1,1,0,0,"41.87194","12.56738"
"Italy",2020-01-22,1,1,1,0,0,"41.87194","12.56738"
"Italy",2020-01-23,1,1,1,0,0,"41.87194","12.56738"
"Italy",2020-01-24,2,2,2,0,0,"41.87194","12.56738"
"Italy",2020-01-25,2,2,2,0,0,"41.87194","12.56738"
"Italy",2020-01-26,2,2,2,0,0,"41.87194","12.56738"
"Italy",2020-01-27,3,3,3,0,0,"41.87194","12.56738"
"Italy",2020-01-28,4,4,4,0,0,"41.87194","12.56738"
"Italy",2020-01-29,4,4,4,0,0,"41.87194","12.56738"
"Italy",2020-01-30,5,5,5,1,3,"41.87194","12.56738"
"Italy",2020-01-31,6,6,6,1,3,"41.87194","12.56738"
"Italy",2020-02-01,8,8,8,1,3,"41.87194","12.56738"
"Italy",2020-02-02,9,9,9,1,3,"41.87194","12.56738"
"Italy",2020-02-03,11,11,11,1,3,"41.87194","12.56738"
"Italy",2020-02-04,13,14,15,2,3,"41.87194","12.56738"
"Italy",2020-02-05,16,17,18,2,3,"41.87194","12.56738"
"Italy",2020-02-06,19,20,21,2,3,"41.87194","12.56738"
"Italy",2020-02-07,24,25,26,3,3,"41.87194","12.56738"
"Italy",2020-02-08,29,30,31,3,3,"41.87194","12.56738"
"Italy",2020-02-09,34,36,38,4,3,"41.87194","12.56738"
"Italy",2020-02-10,41,43,45,5,3,"41.87194","12.56738"
"Italy",2020-02-11,51,53,55,6,3,"41.87194","12.56738"
"Italy",2020-02-12,61,64,67,7,3,"41.87194","12.56738"
"Italy",2020-02-13,74,77,80,8,3,"41.87194","12.56738"
"Italy",2020-02-14,89,93,97,10,3,"41.87194","12.56738"
"Italy",2020-02-15,108,113,118,12,3,"41.87194","12.56738"
"Italy",2020-02-16,131,137,143,15,3,"41.87194","12.56738"
"Italy",2020-02-17,158,165,172,18,3,"41.87194","12.56738"
"Italy",2020-02-18,191,200,209,22,3,"41.87194","12.56738"
"Italy",2020-02-19,231,242,253,26,3,"41.87194","12.56738"
"Italy",2020-02-20,280,293,306,32,3,"41.87194","12.56738"
"Italy",2020-02-21,339,355,371,38,17,"41.87194","12.56738"
"Italy",2020-02-22,410,429,448,46,79,"41.87194","12.56738"
"Italy",2020-02-23,496,519,542,56,132,"41.87194","12.56738"
"Italy",2020-02-24,600,628,656,68,229,"41.87194","12.56738"
"Italy",2020-02-25,727,760,793,82,322,"41.87194","12.56738"
"Italy",2020-02-26,878,918,958,100,400,"41.87194","12.56738"
"Italy",2020-02-27,1061,1110,1159,120,650,"41.87194","12.56738"
"Italy",2020-02-28,1282,1341,1400,145,888,"41.87194","12.56738"
"Italy",2020-02-29,1549,1620,1691,176,1128,"41.87194","12.56738"
"Italy",2020-03-01,1870,1956,2042,212,1689,"41.87194","12.56738"
"Italy",2020-03-02,2256,2360,2464,256,1835,"41.87194","12.56738"
"Italy",2020-03-03,2720,2845,2970,308,2502,"41.87194","12.56738"
"Italy",2020-03-04,3278,3428,3578,372,3089,"41.87194","12.56738"
"Italy",2020-03-05,3945,4126,4307,447,3858,"41.87194","12.56738"
"Italy",2020-03-06,4742,4960,5178,538,4636,"41.87194","12.56738"
"Italy",2020-03-07,5693,5954,6215,645,5883,"41.87194","12.56738"
"Italy",2020-03-08,6823,7136,7449,773,7375,"41.87194","12.56738"
"Italy",2020-03-09,8160,8535,8910,925,9172,"41.87194","12.56738"
"Italy",2020-03-10,9738,10185,10632,1104,10149,"41.87194","12.56738"
"Italy",2020-03-11,11588,12120,12652,1314,12462,"41.87194","12.56738"
"Italy",2020-03-12,13745,14376,15007,1558,15113,"41.87194","12.56738"
"Italy",2020-03-13,16242,16988,17734,1841,17660,"41.87194","12.56738"
"Italy",2020-03-14,19111,19988,20865,2166,17750,"41.87194","12.56738"
"Italy",2020-03-15,22375,23402,24429,2537,23980,"41.87194","12.56738"
"Italy",2020-03-16,26050,27246,28442,2953,27980,"41.87194","12.56738"
"Italy",2020-03-17,30140,31524,32908,3417,31506,"41.87194","12.56738"
"Italy",2020-03-18,34630,36220,37810,3926,35713,"41.87194","12.56738"
"Italy",2020-03-19,39491,41304,43117,4477,41035,"41.87194","12.56738"
"Italy",2020-03-20,44669,46720,48771,5064,47021,"41.87194","12.56738"
"Italy",2020-03-21,50096,52396,54696,5679,53578,"41.87194","12.56738"
"Italy",2020-03-22,55684,58241,60798,6313,59138,"41.87194","12.56738"
"Italy",2020-03-23,61336,64152,66968,6953,63927,"41.87194","12.56738"
"Italy",2020-03-24,66948,70022,73096,7590,69176,"41.87194","12.56738"
"Italy",2020-03-25,72423,75748,79073,8210,74386,"41.87194","12.56738"
"Italy",2020-03-26,77669,81235,84801,8805,80539,"41.87194","12.56738"
"Italy",2020-03-27,82612,86405,90198,9365,86498,"41.87194","12.56738"
"Italy",2020-03-28,87195,91199,95203,9885,92472,"41.87194","12.56738"
"Italy",2020-03-29,91385,95581,99777,10360,NA,"41.87194","12.56738"
"Italy",2020-03-30,95161,99530,103899,10788,NA,"41.87194","12.56738"
"Italy",2020-03-31,98524,103048,107572,11169,NA,"41.87194","12.56738"
"Italy",2020-04-01,101486,106146,110806,11505,NA,"41.87194","12.56738"
"Italy",2020-04-02,104071,108850,113629,11798,NA,"41.87194","12.56738"
"Italy",2020-04-03,106308,111189,116070,12052,NA,"41.87194","12.56738"
"Italy",2020-04-04,108229,113199,118169,12270,NA,"41.87194","12.56738"
