regiao;estado;data;casosNovos;casosAcumulados;obitosNovos;obitosAcumulados
Centro-Oeste;DF;2020-03-30;0;0;0;0
Centro-Oeste;DF;2020-03-31;0;0;0;20
Centro-Oeste;DF;2020-04-01;0;0;0;23
Centro-Oeste;DF;2020-04-02;0;0;0;15
Centro-Oeste;DF;2020-04-03;0;0;0;32
Centro-Oeste;DF;2020-04-04;0;0;0;52
Centro-Oeste;DF;2020-04-05;0;0;0;14
Centro-Oeste;DF;2020-04-06;0;0;0;5
Centro-Oeste;DF;2020-04-07;0;0;0;19
Centro-Oeste;DF;2020-04-08;0;0;0;17
Centro-Oeste;DF;2020-04-09;0;0;0;18
Centro-Oeste;DF;2020-04-10;0;0;0;28
Centro-Oeste;DF;2020-04-11;0;0;0;24
Centro-Oeste;DF;2020-04-12;0;0;0;35
Centro-Oeste;DF;2020-04-13;0;0;0;24
Centro-Oeste;DF;2020-04-14;0;0;0;13
Centro-Oeste;DF;2020-04-15;0;0;0;31
Centro-Oeste;DF;2020-04-16;0;0;0;34
Centro-Oeste;DF;2020-04-17;0;0;0;30
Centro-Oeste;DF;2020-04-18;0;0;0;16
Centro-Oeste;DF;2020-04-19;0;0;0;65
Centro-Oeste;DF;2020-04-20;0;0;0;45
Centro-Oeste;DF;2020-04-21;0;0;0;9
Centro-Oeste;DF;2020-04-22;0;0;0;65
Centro-Oeste;DF;2020-04-23;0;0;0;17
Centro-Oeste;DF;2020-04-24;0;0;0;26
Centro-Oeste;DF;2020-04-25;0;0;0;24
Centro-Oeste;DF;2020-04-26;0;0;0;53
Centro-Oeste;DF;2020-04-27;0;0;0;80
Centro-Oeste;DF;2020-04-28;0;0;0;67
Centro-Oeste;DF;2020-04-29;0;0;0;62
Centro-Oeste;DF;2020-04-30;0;0;0;81
Centro-Oeste;DF;2020-05-01;0;0;0;110
Centro-Oeste;DF;2020-05-02;0;0;0;100
Centro-Oeste;DF;2020-05-03;0;0;0;83
Centro-Oeste;DF;2020-05-04;0;0;0;119
Centro-Oeste;DF;2020-05-05;0;0;0;50
Centro-Oeste;DF;2020-05-06;0;0;0;88
Centro-Oeste;DF;2020-05-07;0;0;0;352
Centro-Oeste;DF;2020-05-08;0;0;0;184
Centro-Oeste;DF;2020-05-09;0;0;0;134
Centro-Oeste;DF;2020-05-10;0;0;0;106
Centro-Oeste;DF;2020-05-11;0;0;0;101
Centro-Oeste;DF;2020-05-12;0;0;0;196
Centro-Oeste;DF;2020-05-13;0;0;0;213
Centro-Oeste;DF;2020-05-14;0;0;0;224
Centro-Oeste;DF;2020-05-15;0;0;0;371
Centro-Oeste;DF;2020-05-16;0;0;0;353
Centro-Oeste;DF;2020-05-17;0;0;0;228
Centro-Oeste;DF;2020-05-18;0;0;0;251
Centro-Oeste;DF;2020-05-19;0;0;0;234
Centro-Oeste;DF;2020-05-20;0;0;0;308
Centro-Oeste;DF;2020-05-21;0;0;0;381
Centro-Oeste;DF;2020-05-22;0;0;0;406
Centro-Oeste;DF;2020-05-23;0;0;0;303
Centro-Oeste;DF;2020-05-24;0;0;0;387
Centro-Oeste;DF;2020-05-25;0;0;0;292
Centro-Oeste;DF;2020-05-26;0;0;0;280
Centro-Oeste;DF;2020-05-27;0;0;0;551
Centro-Oeste;DF;2020-05-28;0;0;0;539
Centro-Oeste;DF;2020-05-29;0;0;0;422
Centro-Oeste;DF;2020-05-30;0;0;0;752
Centro-Oeste;DF;2020-05-31;0;0;0;306
Centro-Oeste;DF;2020-06-01;0;0;0;730
Centro-Oeste;DF;2020-06-02;0;0;0;746
Centro-Oeste;DF;2020-06-03;0;0;0;764
Centro-Oeste;DF;2020-06-04;0;0;0;903
Centro-Oeste;DF;2020-06-05;0;0;0;1285
Centro-Oeste;DF;2020-06-06;0;0;0;1642
Centro-Oeste;DF;2020-06-07;0;0;0;773
Centro-Oeste;DF;2020-06-08;0;0;0;6
Centro-Oeste;DF;2020-06-09;0;0;0;1461
Centro-Oeste;DF;2020-06-10;0;0;0;1343
Centro-Oeste;DF;2020-06-11;0;0;0;1074
Centro-Oeste;DF;2020-06-12;0;0;0;889
Centro-Oeste;DF;2020-06-13;0;0;0;563
Centro-Oeste;DF;2020-06-14;0;0;0;912
Centro-Oeste;DF;2020-06-15;0;0;0;813
Centro-Oeste;DF;2020-06-16;0;0;0;1696
Centro-Oeste;DF;2020-06-17;0;0;0;1760
Centro-Oeste;DF;2020-06-18;0;0;0;1381
Centro-Oeste;DF;2020-06-19;0;0;0;2381
Centro-Oeste;DF;2020-06-20;0;0;0;1336
Centro-Oeste;DF;2020-06-21;0;0;0;989
Centro-Oeste;DF;2020-06-22;0;0;0;921
Centro-Oeste;DF;2020-06-23;0;0;0;1220
Centro-Oeste;DF;2020-06-24;0;0;0;1886
Centro-Oeste;DF;2020-06-25;0;0;0;1617
Centro-Oeste;GO;2020-04-15;0;0;0;0
Centro-Oeste;GO;2020-04-16;0;0;0;14
Centro-Oeste;GO;2020-04-17;0;0;0;17
Centro-Oeste;GO;2020-04-18;0;0;0;43
Centro-Oeste;GO;2020-04-19;0;0;0;15
Centro-Oeste;GO;2020-04-20;0;0;0;10
Centro-Oeste;GO;2020-04-21;0;0;0;18
Centro-Oeste;GO;2020-04-22;0;0;0;17
Centro-Oeste;GO;2020-04-23;0;0;0;15
Centro-Oeste;GO;2020-04-24;0;0;0;33
Centro-Oeste;GO;2020-04-25;0;0;0;20
Centro-Oeste;GO;2020-04-26;0;0;0;67
Centro-Oeste;GO;2020-04-27;0;0;0;43
Centro-Oeste;GO;2020-04-28;0;0;0;45
Centro-Oeste;GO;2020-04-29;0;0;0;44
Centro-Oeste;GO;2020-04-30;0;0;0;76
Centro-Oeste;GO;2020-05-01;0;0;0;27
Centro-Oeste;GO;2020-05-02;0;0;0;17
Centro-Oeste;GO;2020-05-03;0;0;0;25
Centro-Oeste;GO;2020-05-04;0;0;0;11
Centro-Oeste;GO;2020-05-05;0;0;0;61
Centro-Oeste;GO;2020-05-06;0;0;0;102
Centro-Oeste;GO;2020-05-07;0;0;0;3
Centro-Oeste;GO;2020-05-08;0;0;0;26
Centro-Oeste;GO;2020-05-09;0;0;0;16
Centro-Oeste;GO;2020-05-10;0;0;0;24
Centro-Oeste;GO;2020-05-11;0;0;0;7
Centro-Oeste;GO;2020-05-12;0;0;0;15
Centro-Oeste;GO;2020-05-13;0;0;0;19
Centro-Oeste;GO;2020-05-14;0;0;0;289
Centro-Oeste;GO;2020-05-15;0;0;0;149
Centro-Oeste;GO;2020-05-16;0;0;0;68
Centro-Oeste;GO;2020-05-17;0;0;0;52
Centro-Oeste;GO;2020-05-18;0;0;0;57
Centro-Oeste;GO;2020-05-19;0;0;0;97
Centro-Oeste;GO;2020-05-20;0;0;0;132
Centro-Oeste;GO;2020-05-21;0;0;0;136
Centro-Oeste;GO;2020-05-22;0;0;0;190
Centro-Oeste;GO;2020-05-23;0;0;0;73
Centro-Oeste;GO;2020-05-24;0;0;0;66
Centro-Oeste;GO;2020-05-25;0;0;0;69
Centro-Oeste;GO;2020-05-26;0;0;0;159
Centro-Oeste;GO;2020-05-27;0;0;0;172
Centro-Oeste;GO;2020-05-28;0;0;0;247
Centro-Oeste;GO;2020-05-29;0;0;0;229
Centro-Oeste;GO;2020-05-30;0;0;0;266
Centro-Oeste;GO;2020-05-31;0;0;0;117
Centro-Oeste;GO;2020-06-01;0;0;0;204
Centro-Oeste;GO;2020-06-02;0;0;0;471
Centro-Oeste;GO;2020-06-03;0;0;0;193
Centro-Oeste;GO;2020-06-04;0;0;0;374
Centro-Oeste;GO;2020-06-05;0;0;0;429
Centro-Oeste;GO;2020-06-06;0;0;0;296
Centro-Oeste;GO;2020-06-07;0;0;0;144
Centro-Oeste;GO;2020-06-08;0;0;0;311
Centro-Oeste;GO;2020-06-09;0;0;0;397
Centro-Oeste;GO;2020-06-10;0;0;0;638
Centro-Oeste;GO;2020-06-11;0;0;0;498
Centro-Oeste;GO;2020-06-12;0;0;0;189
Centro-Oeste;GO;2020-06-13;0;0;0;94
Centro-Oeste;GO;2020-06-14;0;0;0;4
Centro-Oeste;GO;2020-06-15;0;0;0;2238
Centro-Oeste;GO;2020-06-16;0;0;0;1082
Centro-Oeste;GO;2020-06-17;0;0;0;972
Centro-Oeste;GO;2020-06-18;0;0;0;1068
Centro-Oeste;GO;2020-06-19;0;0;0;723
Centro-Oeste;GO;2020-06-20;0;0;0;853
Centro-Oeste;GO;2020-06-21;0;0;0;739
Centro-Oeste;GO;2020-06-22;0;0;0;917
Centro-Oeste;GO;2020-06-23;0;0;0;1032
Centro-Oeste;GO;2020-06-24;0;0;0;1054
Centro-Oeste;GO;2020-06-25;0;0;0;925
Centro-Oeste;MS;2020-05-07;0;0;0;0
Centro-Oeste;MS;2020-05-08;0;0;0;15
Centro-Oeste;MS;2020-05-09;0;0;0;20
Centro-Oeste;MS;2020-05-10;0;0;0;16
Centro-Oeste;MS;2020-05-11;0;0;0;23
Centro-Oeste;MS;2020-05-12;0;0;0;20
Centro-Oeste;MS;2020-05-13;0;0;0;25
Centro-Oeste;MS;2020-05-14;0;0;0;22
Centro-Oeste;MS;2020-05-15;0;0;0;27
Centro-Oeste;MS;2020-05-16;0;0;0;29
Centro-Oeste;MS;2020-05-17;0;0;0;62
Centro-Oeste;MS;2020-05-18;0;0;0;43
Centro-Oeste;MS;2020-05-19;0;0;0;29
Centro-Oeste;MS;2020-05-20;0;0;0;51
Centro-Oeste;MS;2020-05-21;0;0;0;53
Centro-Oeste;MS;2020-05-22;0;0;0;59
Centro-Oeste;MS;2020-05-23;0;0;0;53
Centro-Oeste;MS;2020-05-24;0;0;0;66
Centro-Oeste;MS;2020-05-25;0;0;0;99
Centro-Oeste;MS;2020-05-26;0;0;0;77
Centro-Oeste;MS;2020-05-27;0;0;0;86
Centro-Oeste;MS;2020-05-28;0;0;0;76
Centro-Oeste;MS;2020-05-29;0;0;0;94
Centro-Oeste;MS;2020-05-30;0;0;0;62
Centro-Oeste;MS;2020-05-31;0;0;0;71
Centro-Oeste;MS;2020-06-01;0;0;0;79
Centro-Oeste;MS;2020-06-02;0;0;0;78
Centro-Oeste;MS;2020-06-03;0;0;0;156
Centro-Oeste;MS;2020-06-04;0;0;0;123
Centro-Oeste;MS;2020-06-05;0;0;0;72
Centro-Oeste;MS;2020-06-06;0;0;0;135
Centro-Oeste;MS;2020-06-07;0;0;0;121
Centro-Oeste;MS;2020-06-08;0;0;0;71
Centro-Oeste;MS;2020-06-09;0;0;0;131
Centro-Oeste;MS;2020-06-10;0;0;0;142
Centro-Oeste;MS;2020-06-11;0;0;0;256
Centro-Oeste;MS;2020-06-12;0;0;0;148
Centro-Oeste;MS;2020-06-13;0;0;0;234
Centro-Oeste;MS;2020-06-14;0;0;0;198
Centro-Oeste;MS;2020-06-15;0;0;0;118
Centro-Oeste;MS;2020-06-16;0;0;0;234
Centro-Oeste;MS;2020-06-17;0;0;0;379
Centro-Oeste;MS;2020-06-18;0;0;0;110
Centro-Oeste;MS;2020-06-19;0;0;0;392
Centro-Oeste;MS;2020-06-20;0;0;0;324
Centro-Oeste;MS;2020-06-21;0;0;0;247
Centro-Oeste;MS;2020-06-22;0;0;0;154
Centro-Oeste;MS;2020-06-23;0;0;0;393
Centro-Oeste;MS;2020-06-24;0;0;0;417
Centro-Oeste;MS;2020-06-25;0;0;0;322
Centro-Oeste;MT;2020-05-01;0;0;0;0
Centro-Oeste;MT;2020-05-02;0;0;0;11
Centro-Oeste;MT;2020-05-03;0;0;0;6
Centro-Oeste;MT;2020-05-04;0;0;0;7
Centro-Oeste;MT;2020-05-05;0;0;0;21
Centro-Oeste;MT;2020-05-06;0;0;0;14
Centro-Oeste;MT;2020-05-07;0;0;0;38
Centro-Oeste;MT;2020-05-08;0;0;0;40
Centro-Oeste;MT;2020-05-09;0;0;0;45
Centro-Oeste;MT;2020-05-10;0;0;0;17
Centro-Oeste;MT;2020-05-11;0;0;0;22
Centro-Oeste;MT;2020-05-12;0;0;0;50
Centro-Oeste;MT;2020-05-13;0;0;0;70
Centro-Oeste;MT;2020-05-14;0;0;0;58
Centro-Oeste;MT;2020-05-15;0;0;0;60
Centro-Oeste;MT;2020-05-16;0;0;0;72
Centro-Oeste;MT;2020-05-17;0;0;0;50
Centro-Oeste;MT;2020-05-18;0;0;0;36
Centro-Oeste;MT;2020-05-19;0;0;0;58
Centro-Oeste;MT;2020-05-20;0;0;0;59
Centro-Oeste;MT;2020-05-21;0;0;0;118
Centro-Oeste;MT;2020-05-22;0;0;0;48
Centro-Oeste;MT;2020-05-23;0;0;0;132
Centro-Oeste;MT;2020-05-24;0;0;0;110
Centro-Oeste;MT;2020-05-25;0;0;0;38
Centro-Oeste;MT;2020-05-26;0;0;0;128
Centro-Oeste;MT;2020-05-27;0;0;0;211
Centro-Oeste;MT;2020-05-28;0;0;0;112
Centro-Oeste;MT;2020-05-29;0;0;0;152
