"dia_ano","dias","otimista","casos_estimados","pessimista","x"
143,2020-05-22,250,272,294,280
144,2020-05-23,267,290,313,301
145,2020-05-24,285,310,335,316
146,2020-05-25,304,331,358,337
147,2020-05-26,325,354,383,354
148,2020-05-27,348,378,408,368
149,2020-05-28,371,404,437,385
150,2020-05-29,397,432,467,406
151,2020-05-30,424,461,498,NA
152,2020-05-31,453,493,533,NA
153,2020-06-01,485,527,569,NA
154,2020-06-02,518,563,608,NA
155,2020-06-03,553,601,649,NA
156,2020-06-04,590,642,694,NA
157,2020-06-05,631,686,741,NA
