"dia_ano","dias","otimista","casos_estimados","pessimista","x"
170,2020-06-18,337,365,393,379
171,2020-06-19,353,383,413,396
172,2020-06-20,371,402,433,404
173,2020-06-21,388,421,454,423
174,2020-06-22,408,442,476,449
175,2020-06-23,428,464,500,475
176,2020-06-24,449,487,525,495
177,2020-06-25,471,511,551,509
178,2020-06-26,494,536,578,532
179,2020-06-27,519,563,607,537
180,2020-06-28,544,590,636,548
181,2020-06-29,572,620,668,NA
182,2020-06-30,599,650,701,NA
183,2020-07-01,629,682,735,NA
184,2020-07-02,660,716,772,NA
185,2020-07-03,692,751,810,NA
186,2020-07-04,727,788,849,NA
187,2020-07-05,762,827,892,NA
188,2020-07-06,800,868,936,NA
189,2020-07-07,840,911,982,NA
190,2020-07-08,881,956,1031,NA
