"dia_ano","dias","otimista","casos_estimados","pessimista","x"
123,2020-05-02,208,251,294,273
124,2020-05-03,237,286,335,309
125,2020-05-04,269,325,381,330
126,2020-05-05,304,367,430,369
127,2020-05-06,342,412,482,392
128,2020-05-07,380,458,536,410
129,2020-05-08,420,506,592,515
130,2020-05-09,460,555,650,578
131,2020-05-10,502,605,708,NA
132,2020-05-11,541,653,765,NA
133,2020-05-12,580,700,820,NA
134,2020-05-13,618,745,872,NA
135,2020-05-14,653,788,923,NA
136,2020-05-15,687,828,969,NA
137,2020-05-16,716,864,1012,NA
